ticker,price,dividend,mktcap,shares,bvps,sector,name,FE1,g2,icc_method,ICC,bm,date
MMM,150.93,3.12,78720139264,521567261,6.256,Industrials,3M Company,8.69644,0.08725179498737412,forecast_icc,0.07276624089127492,0.04144968257580546,2026-06-01
AXP,313.54,3.8,213936652288,682326443,49.846,Financial Services,American Express Company,17.65009,0.1399171335670244,forecast_icc,0.08236800575823577,0.1589781064349474,2026-06-01
AMGN,329.13,10.08,177634197504,539708274,17.028,Healthcare,Amgen Inc.,22.40688,0.047763008504530635,forecast_icc,0.07176165022089631,0.051736392084441134,2026-06-01
AMZN,261.26,0.0,2810402570240,10757109436,41.093,Consumer Cyclical,"Amazon.com, Inc.",8.64623,0.140522516750075,forecast_icc,0.054169833369163506,0.15728775042210374,2026-06-01
AAPL,306.31,1.08,4498883870720,14687356000,7.26,Technology,Apple Inc.,8.75324,0.10303956020856275,forecast_icc,0.04322774623204695,0.02370147966120649,2026-06-01
BA,224.3,0.0,176816209920,788302331,7.591,Industrials,Boeing Company (The),4.18143,0.04,forecast_icc,0.02364563832646993,0.033843067880079805,2026-06-01
CAT,865.36,6.04,398577860608,460591983,40.511,Industrials,"Caterpillar, Inc.",24.37516,0.22308612538338202,forecast_icc,0.06659887346858998,0.04681404480130949,2026-06-01
CVX,185.83,7.12,370098601984,1991597732,92.906,Energy,Chevron Corporation,14.61023,0.01,forecast_icc,0.06494792594848009,0.4999515747892267,2026-06-01
CSCO,121.33,1.68,478214258688,3941434665,12.401,Technology,"Cisco Systems, Inc.",4.27766,0.11566136626099333,forecast_icc,0.05670806161664166,0.10220885386136962,2026-06-01
KO,78.64,2.12,338347229184,4302482418,7.816,Consumer Defensive,Coca-Cola Company (The),3.26595,0.06665135718550497,forecast_icc,0.055918492219638335,0.09938962012542538,2026-06-01
DIS,102.85,1.5,178600198144,1736511424,62.297,Communication Services,Walt Disney Company (The),6.81655,0.09945646991513302,forecast_icc,0.08042948658187549,0.6057073469409375,2026-06-01
GS,1048.58,18.0,309338865664,295007421,356.271,Financial Services,"Goldman Sachs Group, Inc. (The)",59.36404,0.10165834400758422,forecast_icc,0.07457570939215608,0.33976522368596296,2026-06-01
HD,310.69,9.32,309794177024,997116682,13.916,Consumer Cyclical,"Home Depot, Inc. (The)",14.96593,0.07619239165223957,forecast_icc,0.06557828581628661,0.044790628022801815,2026-06-01
HON,236.54,4.76,149884305408,633653119,21.447,Industrials,Honeywell International Inc.,10.52167,0.0888404597369048,forecast_icc,0.061870381991960086,0.09066965621383626,2026-06-01
IBM,320.42,6.76,301158072320,939885280,35.083,Technology,International Business Machines,12.42852,0.08256574395020477,forecast_icc,0.05533478033162653,0.1094906572625521,2026-06-01
JNJ,223.51,5.36,538037026816,2407216971,33.735,Healthcare,Johnson & Johnson,11.57449,0.09873869172637395,forecast_icc,0.07257696351845067,0.1509328549324109,2026-06-01
JPM,296.58,6.0,794689404928,2679511418,128.379,Financial Services,JP Morgan Chase & Co.,22.30846,0.05573132345307563,forecast_icc,0.07521324852406674,0.4328647068883324,2026-06-01
MCD,276.11,7.44,196177756160,710505859,-1.81,Consumer Cyclical,McDonald's Corporation,12.9885,0.09493321014743805,forecast_icc,0.0685876118991321,,2026-06-01
MRK,115.17,3.4,284449669120,2469824415,18.576,Healthcare,"Merck & Company, Inc.",2.73657,0.75,forecast_icc,0.19351946011918064,0.16129200809048916,2026-06-01
MSFT,460.52,3.64,3420942761984,7428434704,55.777,Technology,Microsoft Corporation,16.81245,0.15020297458133713,forecast_icc,0.06317199337111512,0.12111743203932211,2026-06-01
NKE,45.93,1.64,68017143808,1199499281,9.52,Consumer Cyclical,"Nike, Inc.",1.49947,0.23543652090405276,forecast_icc,0.09206571806589456,0.167887572394313,2026-06-01
NVDA,224.36,1.0,5434223624192,24221000000,6.472,Technology,NVIDIA Corporation,8.9427,0.41540027061178386,forecast_icc,0.12352240417965688,0.02884649636097888,2026-06-01
PG,140.28,4.26,326655868928,2328598978,23.081,Consumer Defensive,Procter & Gamble Company (The),6.89799,0.02723691974038811,forecast_icc,0.05149437370990646,0.16453521312076758,2026-06-01
CRM,209.6,1.76,171662409728,819000000,41.801,Technology,"Salesforce, Inc.",14.10826,0.10269444991799137,forecast_icc,0.0795901208949279,0.1994322406066976,2026-06-01
SHW,294.86,3.2,72722972672,246635621,18.071,Basic Materials,Sherwin-Williams Company (The),11.74548,0.13078052152828157,forecast_icc,0.06376408723983429,0.06128671784627182,2026-06-01
TRV,288.93,5.0,61439426560,212644693,150.452,Financial Services,"The Travelers Companies, Inc.",28.1072,0.015682814367848685,forecast_icc,0.07063925996571185,0.5207213208605181,2026-06-01
UNH,379.86,8.84,344967708672,908144404,107.798,Healthcare,UnitedHealth Group Incorporated,18.37334,0.13591377506757074,forecast_icc,0.07924479302137957,0.2837835194466651,2026-06-01
VZ,47.73,2.83,199299432448,4175558910,24.77,Communication Services,Verizon Communications Inc.,4.97177,0.06074697743459567,forecast_icc,0.1111924852437346,0.5189608065125121,2026-06-01
V,322.77,2.68,613825839104,1659709932,20.034,Financial Services,Visa Inc.,13.11301,0.13253555057153155,forecast_icc,0.06393622031405044,0.054169483686486476,2026-06-01
WMT,114.6,0.99,911995830272,7958079155,12.501,Consumer Defensive,Walmart Inc.,2.9081,0.13118187132491999,forecast_icc,0.046176177921579145,0.10908377452447805,2026-06-01
