ticker,price,dividend,mktcap,shares,bvps,sector,name,FE1,g2,icc_method,ICC,bm,date
MMM,156.85,3.12,81807826944,521567261,6.256,Industrials,3M Company,8.68768,0.0875285461711297,forecast_icc,0.07075133587481722,0.039885239673333135,2026-06-10
AXP,313.34,3.8,213800173568,682326443,49.846,Financial Services,American Express Company,17.68898,0.1375992284461851,forecast_icc,0.08190483398369353,0.15907958964757615,2026-06-10
AMGN,337.73,10.08,182275686400,539708274,17.028,Healthcare,Amgen Inc.,22.40688,0.047763008504530635,forecast_icc,0.07031565219681857,0.05041897068764514,2026-06-10
AMZN,238.0,0.0,2560192151552,10757109436,41.093,Consumer Cyclical,"Amazon.com, Inc.",8.64727,0.14141688648556117,forecast_icc,0.05797159249971251,0.17265965673146066,2026-06-10
AAPL,291.58,1.08,4282539048960,14687356000,7.26,Technology,Apple Inc.,8.75395,0.10409243827072356,forecast_icc,0.04507737239295556,0.024898828321459156,2026-06-10
BA,209.0,0.0,164755193856,788302331,7.591,Industrials,Boeing Company (The),4.18143,0.04,forecast_icc,0.02491079647741999,0.03632057269072295,2026-06-10
CAT,856.16,6.04,394340401152,460591983,40.511,Industrials,"Caterpillar, Inc.",24.5289,0.22234914733233047,forecast_icc,0.06722091222306414,0.047317093984800204,2026-06-10
CVX,189.8,7.12,378005258240,1991597732,92.906,Energy,Chevron Corporation,14.5437,0.01,forecast_icc,0.06359352952740205,0.489494193151444,2026-06-10
CSCO,118.8,1.68,468242432000,3941434665,12.401,Technology,"Cisco Systems, Inc.",4.27693,0.1158307477559839,forecast_icc,0.05766268850927003,0.10438552326813688,2026-06-10
KO,83.59,2.12,359644495872,4302482418,7.816,Consumer Defensive,Coca-Cola Company (The),3.26595,0.06665135718550497,forecast_icc,0.05311048325962446,0.09350401011296586,2026-06-10
DIS,98.61,1.5,171237392384,1736511424,62.297,Communication Services,Walt Disney Company (The),6.8254,0.09752395464002106,forecast_icc,0.08228578513695084,0.6317513404918914,2026-06-10
GS,1001.29,18.0,295387987968,295007421,356.271,Financial Services,"Goldman Sachs Group, Inc. (The)",59.36404,0.10165834400758422,forecast_icc,0.07708183879589536,0.35581199360915444,2026-06-10
HD,318.92,9.32,318000463872,997116682,13.916,Consumer Cyclical,"Home Depot, Inc. (The)",14.96387,0.07639935391045216,forecast_icc,0.06424578429254607,0.04363476574140235,2026-06-10
HON,205.88,4.76,130456510464,633653119,21.447,Industrials,Honeywell International Inc.,10.51866,0.08893528263105765,forecast_icc,0.06889187082686499,0.10417232834802218,2026-06-10
IBM,272.36,6.76,255987154944,939885280,35.083,Technology,International Business Machines,12.4254,0.08025979042928211,forecast_icc,0.0624406143336963,0.12881113228299843,2026-06-10
JNJ,238.49,5.36,574097195008,2407216971,33.735,Healthcare,Johnson & Johnson,11.57426,0.09876052551091807,forecast_icc,0.06908536328220363,0.14145246697391262,2026-06-10
JPM,309.14,6.0,828344172544,2679511418,128.379,Financial Services,JP Morgan Chase & Co.,22.30846,0.05573132345307563,forecast_icc,0.07296433017428663,0.4152778612239827,2026-06-10
MCD,282.52,7.44,200732098560,710505859,-1.81,Consumer Cyclical,McDonald's Corporation,12.9865,0.09500866284218246,forecast_icc,0.06736842936655052,,2026-06-10
MRK,119.09,3.4,294131400704,2469824415,18.576,Healthcare,"Merck & Company, Inc.",2.73657,0.75,forecast_icc,0.18991122274986527,0.1559828642002454,2026-06-10
MSFT,397.36,3.64,2951762673664,7428434704,55.777,Technology,Microsoft Corporation,16.81236,0.15048571408178257,forecast_icc,0.0701382937753651,0.1403689416435015,2026-06-10
NKE,43.96,1.64,65099792384,1199499281,9.52,Consumer Cyclical,"Nike, Inc.",1.49947,0.23481630175995516,forecast_icc,0.09505594214413515,0.1754112069630283,2026-06-10
NVDA,200.42,1.0,4854372630528,24221000000,8.07,Technology,NVIDIA Corporation,8.9616,0.4151769773254774,forecast_icc,0.13140838230173058,0.04026544414221037,2026-06-10
PG,149.05,4.26,347077705728,2328598978,23.081,Consumer Defensive,Procter & Gamble Company (The),6.89769,0.027171415357895246,forecast_icc,0.04880139550282603,0.15485406329537715,2026-06-10
CRM,170.92,1.76,139983470592,819000000,41.801,Technology,"Salesforce, Inc.",14.14748,0.0984712471761755,forecast_icc,0.08984724228000152,0.24456472507230806,2026-06-10
SHW,303.91,3.2,74955030528,246635621,18.071,Basic Materials,Sherwin-Williams Company (The),11.736,0.12733810497614173,forecast_icc,0.061577038582033006,0.0594616835680705,2026-06-10
TRV,303.36,5.0,64507887616,212644693,150.452,Financial Services,"The Travelers Companies, Inc.",28.03508,0.015096800151809697,forecast_icc,0.06772544692971777,0.49595205382761237,2026-06-10
UNH,407.46,9.28,370032508928,908144404,107.798,Healthcare,UnitedHealth Group Incorporated,18.38872,0.1366555149026143,forecast_icc,0.07599105307511789,0.2645609455936759,2026-06-10
VZ,46.95,2.83,196042489856,4175558910,24.77,Communication Services,Verizon Communications Inc.,4.97301,0.06016476942535798,forecast_icc,0.11238190993031105,0.5275825372176811,2026-06-10
V,322.96,2.68,614187139072,1659709932,18.642,Financial Services,Visa Inc.,13.14344,0.13088734760458443,forecast_icc,0.06363646943322421,0.050376034573262084,2026-06-10
WMT,120.59,0.99,959664685056,7958079155,12.501,Consumer Defensive,Walmart Inc.,2.90912,0.13025932240677585,forecast_icc,0.044216477403973165,0.10366532088325178,2026-06-10
