date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-05-11,Basic Materials,0.08085386327331723,0.10757907202401125,167,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Communication Services,0.04514449297291791,0.1342876695368691,118,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Consumer Cyclical,0.08923075185576008,0.12046290804890836,331,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Consumer Defensive,0.0709017111748805,0.11006144250429763,137,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Energy,0.08475573504559335,0.11452967989415015,187,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Financial Services,0.09232972172006122,0.12228817636952892,513,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Healthcare,0.09580437966667733,0.09967331587089395,255,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Industrials,0.06730284877616914,0.09050348880863823,384,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Real Estate,0.05608465255001068,0.08983881135444606,162,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Technology,0.08210863512870409,0.09483470656020365,376,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Unknown,0.1238973111049818,0.12845313757721172,2,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
2026-05-11,Utilities,0.07803817780396921,0.08521616854790025,80,ICC calculation,data/202605/icc_live_usall_2026_0511_r1.csv
