date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-05-19,Basic Materials,0.08661666106507816,0.11572766220764291,195,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Communication Services,0.047974974633103074,0.1326018615866369,182,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Consumer Cyclical,0.08409323305646126,0.12761444005387979,413,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Consumer Defensive,0.06380144950923398,0.11571265632087639,184,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Energy,0.08282820724166179,0.10989676844192275,221,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Financial Services,0.09343128427785506,0.12185240279433182,1040,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Healthcare,0.09071189826710054,0.10714233120083715,393,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Industrials,0.07090365802627019,0.1016438270705271,502,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Real Estate,0.05636295344448894,0.09326599310419063,191,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Technology,0.0877419184495053,0.1027574494239928,564,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Unknown,0.12272132938956105,0.13318734909067814,2,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
2026-05-19,Utilities,0.07926215705232628,0.09245166158753179,91,ICC calculation,data/202605/icc_live_usall_2026_0519_r1.csv
