date,country,icc,method,n_candidates,n_selected,n_icc_available,coverage_mktcap,status,source_file
2026-05-13,Argentina,0.2136967930232594,ADR Top-10 ICC calculation,,9,9,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Australia,0.0700774417234003,Partial ADR estimate,,10,2,0.7821966871469477,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Belgium,0.0920398789852051,Unavailable,,5,1,0.1100534718094845,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Bermuda,0.0972425621154426,Partial ADR estimate,,7,3,0.7345547104872796,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Brazil,0.3721812747367001,Partial ADR estimate,,4,2,0.8556274491972865,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Cambodia,,Unavailable,,1,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Canada,0.1002823520213206,Unavailable,,8,1,0.5681339641924439,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Cayman Islands,0.1332096145452597,ADR Top-10 ICC calculation,,10,5,0.9694457054562878,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Chile,0.1633993063344094,ADR Top-10 ICC calculation,,4,4,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,China,0.2191734171505799,ADR Top-10 ICC calculation,,10,7,0.7866411519052727,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Cyprus,0.2053906957977747,Unavailable,,2,1,0.9683026635750156,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Denmark,0.1850644700953867,Partial ADR estimate,,2,2,1.0,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
