date,country,icc,method,n_candidates,n_selected,n_icc_available,coverage_mktcap,status,source_file
2026-05-06,Argentina,0.2087029307170718,ADR Top-10 ICC calculation,17.0,17,8,1.0,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Australia,0.0782182644415188,ADR Top-10 ICC calculation,123.0,25,5,0.9953780476565208,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Austria,0.124149921566393,ADR Top-10 ICC calculation,20.0,20,4,1.0,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Bahrain,,Unavailable,3.0,3,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Bangladesh,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Belgium,0.0862030138192591,ADR Top-10 ICC calculation,26.0,25,5,0.9979002282531984,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Bermuda,,Unavailable,4.0,4,1,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Bolivia,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Brazil,0.1188210742454602,ADR Top-10 ICC calculation,73.0,25,10,0.9751783754388312,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Cambodia,,Unavailable,2.0,2,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Canada,0.0931240207975755,ADR Top-10 ICC calculation,58.0,25,10,0.9686185852275244,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Cayman Islands,0.1132614360676705,Partial ADR estimate,5.0,5,2,0.9987821872993372,partial_adr_composite,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Chile,0.1290029660318285,ADR Top-10 ICC calculation,5.0,5,5,1.0,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,China,0.297841208753217,ADR Top-10 ICC calculation,315.0,25,10,0.887777103048376,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Colombia,0.1071037470138051,Partial ADR estimate,7.0,7,2,1.0,partial_adr_composite,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Cyprus,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Czech Republic,,Unavailable,2.0,2,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Denmark,0.1541014451268796,ADR Top-10 ICC calculation,35.0,25,10,0.933609972277027,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Egypt,,Unavailable,13.0,13,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
2026-05-06,Faroe Islands,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_06.csv
