family,ticker,label,date,value,method,source,n_items,coverage_weight,status
China,MCHI,iShares MSCI China ETF,2026-05-05,0.07790777729189294,P/E estimate,Yahoo Finance,,,available
Germany,EWG,iShares MSCI Germany ETF,2026-05-05,0.05589002631302439,P/E estimate,Yahoo Finance,,,available
India,INDA,iShares MSCI India ETF,2026-05-05,0.04387994552217004,P/E estimate,Yahoo Finance,,,available
Japan,EWJ,iShares MSCI Japan ETF,2026-05-05,0.05460606529225385,P/E estimate,Yahoo Finance,,,available
