family,ticker,label,date,value,method,source,n_items,coverage_weight,status
China,MCHI,iShares MSCI China ETF,2026-05-01,0.07723290563552293,P/E estimate,Yahoo Finance,,,available
Germany,EWG,iShares MSCI Germany ETF,2026-05-01,0.05596923975358535,P/E estimate,Yahoo Finance,,,available
India,INDA,iShares MSCI India ETF,2026-05-01,0.043915680137508774,P/E estimate,Yahoo Finance,,,available
Japan,EWJ,iShares MSCI Japan ETF,2026-05-01,0.05519974413814597,P/E estimate,Yahoo Finance,,,available
