family,label,date,value,method,source,n_items,coverage_weight,status
dow30,Dow 30,2026-04-29,0.0729588882561318,ICC calculation,Constituent ICC aggregation,30,,available
ndx100,Nasdaq-100,2026-04-29,0.07483010549574114,ICC calculation,Constituent ICC aggregation,100,,available
rut1000,Russell 1000,2026-04-29,0.07558752184874727,ICC calculation,Constituent ICC aggregation,976,,available
sp100,S&P 100,2026-04-29,0.07430754872737536,ICC calculation,Constituent ICC aggregation,101,,available
sp400,S&P 400,2026-04-29,0.0845993901717787,ICC calculation,Constituent ICC aggregation,395,,available
sp500,S&P 500,2026-04-29,0.07506716422611405,ICC calculation,Constituent ICC aggregation,500,,available
sp600,S&P 600,2026-04-29,0.09238739728719249,ICC calculation,Constituent ICC aggregation,573,,available
