family,label,date,value,method,source,n_items,coverage_weight,status
dow30,Dow 30,2026-04-17,0.07299462082701691,ICC calculation,Constituent ICC aggregation,30,,available
ndx100,Nasdaq-100,2026-04-17,0.07476002455646256,ICC calculation,Constituent ICC aggregation,100,,available
rut1000,Russell 1000,2026-04-17,0.07560625053442091,ICC calculation,Constituent ICC aggregation,978,,available
sp100,S&P 100,2026-04-17,0.07467273139411307,ICC calculation,Constituent ICC aggregation,101,,available
sp400,S&P 400,2026-04-17,0.08325199558475849,ICC calculation,Constituent ICC aggregation,396,,available
sp500,S&P 500,2026-04-17,0.07497356646740205,ICC calculation,Constituent ICC aggregation,500,,available
sp600,S&P 600,2026-04-17,0.09284398170258361,ICC calculation,Constituent ICC aggregation,572,,available
