date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-07-23,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.08700029312019161,0.9093323798334783,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,IVV,iShares Core S&P 500 ETF,Broad Market,0.08694681991156587,0.909492456642425,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,VOO,Vanguard S&P 500 ETF,Broad Market,0.0707704949331585,0.8579355974708536,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,VTI,Vanguard Total Stock Market ETF,Broad Market,0.09272945561697017,0.9229115706767475,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.06392597931511916,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.13702745186090906,0.9836542107258711,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,IWM,iShares Russell 2000 ETF,Small Cap,0.0590714117952324,0.8431372549019606,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.06467310125055598,0.9200000000000003,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.06407185864190215,0.9296543359611885,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,VUG,Vanguard Growth ETF,Style,0.07572717583094812,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,VTV,Vanguard Value ETF,Style,0.07751756325615954,0.8610339549912135,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,IWF,iShares Russell 1000 Growth ETF,Style,0.06617257630989724,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,IWD,iShares Russell 1000 Value ETF,Style,0.07023050079430201,0.888545534492867,25,22,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLK,Technology Select Sector SPDR Fund,Sector,0.09564289627676589,0.8380104184170725,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLF,Financial Select Sector SPDR Fund,Sector,0.0848822965611768,0.8941213132183381,25,22,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLV,Health Care Select Sector SPDR Fund,Sector,0.08229971068816358,0.9936999515380887,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.0863380437436172,0.9974266149081868,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.07620841355456567,0.9855397434100724,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLE,Energy Select Sector SPDR Fund,Sector,0.07608367015326473,0.9503722084367248,22,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLI,Industrial Select Sector SPDR Fund,Sector,0.06304836410616287,0.596654605848508,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
2026-07-23,XLB,Materials Select Sector SPDR Fund,Sector,0.08491736170566104,0.9637153830604408,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLU,Utilities Select Sector SPDR Fund,Sector,0.07118300683151056,0.959054775127954,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0397260986666931,0.964335603282696,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XLC,Communication Services Select Sector SPDR Fund,Sector,0.10263351456957154,0.8138726064869088,24,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,SMH,VanEck Semiconductor ETF,Theme,0.09100394795178265,0.9953885603209396,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-07-23,XBI,SPDR S&P Biotech ETF,Theme,0.0945444658213673,0.165201135012469,25,4,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
