date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-07-20,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.07858623640415742,0.5146,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,IVV,iShares Core S&P 500 ETF,Broad Market,0.07887068733632364,0.5030999999999999,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,VOO,Vanguard S&P 500 ETF,Broad Market,0.08185059121896221,0.5006999999999999,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,VTI,Vanguard Total Stock Market ETF,Broad Market,0.08054826462920422,0.4626,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.08314309496441855,0.705,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.06669444618702491,0.9480999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,IWM,iShares Russell 2000 ETF,Small Cap,0.05832103538289068,0.060200000000000004,25,21,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,IJR,iShares Core S&P Small-Cap ETF,Small Cap,,0.0,0,0,Unavailable,stockanalysis_full_holdings,error: RuntimeError
2026-07-20,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.06375608858174427,0.1533,24,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,VUG,Vanguard Growth ETF,Style,0.07672052624129026,0.7728,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,VTV,Vanguard Value ETF,Style,0.09478679080112558,0.3741,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,IWF,iShares Russell 1000 Growth ETF,Style,0.08718387694660318,0.7380000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,IWD,iShares Russell 1000 Value ETF,Style,0.06124430034580494,0.4057,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,XLK,Technology Select Sector SPDR Fund,Sector,0.09642892678996158,0.8293999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLF,Financial Select Sector SPDR Fund,Sector,0.0708646955454638,0.773,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLV,Health Care Select Sector SPDR Fund,Sector,0.08856203246923905,0.8554999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.058657723473278696,0.9001999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.06187834975224972,0.9289999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLE,Energy Select Sector SPDR Fund,Sector,0.06950381123117083,0.9983000000000001,23,21,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLI,Industrial Select Sector SPDR Fund,Sector,0.06246444664255895,0.6493,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-20,XLB,Materials Select Sector SPDR Fund,Sector,0.08711034400088931,0.9894,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLU,Utilities Select Sector SPDR Fund,Sector,0.07267614171754666,0.9183,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.04615272936666305,0.9344999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XLC,Communication Services Select Sector SPDR Fund,Sector,0.07216870876841563,0.9677000000000001,23,21,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,SMH,VanEck Semiconductor ETF,Theme,0.10635428765420299,0.9992,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-20,XBI,SPDR S&P Biotech ETF,Theme,0.09539036096644303,0.047099999999999996,25,4,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
