date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-07-10,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.07857487195093386,0.5132,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,IVV,iShares Core S&P 500 ETF,Broad Market,0.07720178249599852,0.5091,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,VOO,Vanguard S&P 500 ETF,Broad Market,0.07840086011360825,0.5236000000000001,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,VTI,Vanguard Total Stock Market ETF,Broad Market,0.07871066496504743,0.4626,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.08146715686169267,0.7023,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.0677640486262961,0.9484,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,IWM,iShares Russell 2000 ETF,Small Cap,0.056704825463109544,0.061500000000000006,25,21,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,IJR,iShares Core S&P Small-Cap ETF,Small Cap,,0.0,0,0,Unavailable,stockanalysis_full_holdings,error: RuntimeError
2026-07-10,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.06228582715152101,0.1572,24,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,VUG,Vanguard Growth ETF,Style,0.07544183450547584,0.7902999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,VTV,Vanguard Value ETF,Style,0.08663294016378464,0.3888,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,IWF,iShares Russell 1000 Growth ETF,Style,0.08575055387813543,0.7332,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,IWD,iShares Russell 1000 Value ETF,Style,0.06291704354449225,0.4047,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,XLK,Technology Select Sector SPDR Fund,Sector,0.09370138548616601,0.8291,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLF,Financial Select Sector SPDR Fund,Sector,0.07338947930516589,0.7766,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLV,Health Care Select Sector SPDR Fund,Sector,0.08654929793754236,0.8583999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.058694052604891654,0.9032,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.06231077067396067,0.9269,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLE,Energy Select Sector SPDR Fund,Sector,0.07163863621125055,0.9983000000000001,23,21,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLI,Industrial Select Sector SPDR Fund,Sector,0.06066771148844567,0.6556000000000001,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-07-10,XLB,Materials Select Sector SPDR Fund,Sector,0.08386452420709843,0.9895,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLU,Utilities Select Sector SPDR Fund,Sector,0.07223214054587898,0.9180999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.044837442207340324,0.9319999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XLC,Communication Services Select Sector SPDR Fund,Sector,0.07185914535521037,0.9662000000000001,23,21,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,SMH,VanEck Semiconductor ETF,Theme,0.09928296380622904,1.0001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-07-10,XBI,SPDR S&P Biotech ETF,Theme,0.07292385698247784,0.0564,25,5,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
