date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-07-14,Basic Materials,0.08698579356673035,0.12261010307266232,198,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Communication Services,0.0525486429882252,0.13497948131525328,182,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Consumer Cyclical,0.08096076959873565,0.12339725083299385,413,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Consumer Defensive,0.06808729333448607,0.10911588931238984,183,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Energy,0.08498831344380417,0.11093554715755419,223,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Financial Services,0.08791970146871513,0.12095694127230865,1032,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Healthcare,0.0907845080102969,0.10513593246281508,396,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Industrials,0.0584648962650389,0.09608575604656244,511,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Real Estate,0.051892470562662184,0.08550060531948178,192,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Technology,0.09697081933778454,0.10408508985057997,568,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Unknown,0.12015712542937883,0.10321841571810007,3,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
2026-07-14,Utilities,0.07878471494238098,0.10188655162780393,93,ICC calculation,data/202607/icc_live_usall_2026_0714_r1.csv
