date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-07-09,Basic Materials,0.08623857498059721,0.12360521959146675,198,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Communication Services,0.052175948438785896,0.1347915799191666,182,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Consumer Cyclical,0.08230545825242444,0.1233735488383804,412,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Consumer Defensive,0.06794666181468528,0.10893868441715415,183,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Energy,0.08707867363752146,0.11234606833770334,223,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Financial Services,0.08860931517137621,0.12128822587363984,1034,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Healthcare,0.08876473858820182,0.10421717438733066,395,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Industrials,0.05705185988025934,0.09598625796399617,513,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Real Estate,0.05274753921918504,0.08644537980127265,191,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Technology,0.0923992810779177,0.10348354482640505,566,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Unknown,0.11795211060941825,0.10151066220868388,3,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
2026-07-09,Utilities,0.0796909811429885,0.10255535794555841,93,ICC calculation,data/202607/icc_live_usall_2026_0709_r1.csv
