date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-07-17,Basic Materials,0.08707679581787602,0.12560600453911774,181,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Communication Services,0.053429528105096484,0.13581446746740491,174,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Consumer Cyclical,0.08134397943067555,0.12320946859754282,384,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Consumer Defensive,0.06927376929649841,0.10781950773302744,171,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Energy,0.08434303138413342,0.11252657881040293,200,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Financial Services,0.10640669005412999,0.12171515714387036,959,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Healthcare,0.09617864229024517,0.10515161473805965,375,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Industrials,0.059435506209004084,0.0966092258606923,473,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Real Estate,0.050477562444012546,0.08698010338834167,175,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Technology,0.1046097928269857,0.10630357659811786,547,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Unknown,0.11858364893034634,0.10228856543040643,3,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
2026-07-17,Utilities,0.07887514894316984,0.10058305439371644,82,ICC calculation,data/202607/icc_live_usall_2026_0717_r1.csv
