ticker,price,dividend,mktcap,shares,bvps,sector,name,FE1,g2,icc_method,ICC,bm,date
MMM,160.6,0.0,83763707904,521567261,6.256,Industrials,3M Company,8.6933,0.08885003393417912,forecast_icc,0.06275417403759997,0.03895392009813577,2026-06-19
AXP,338.0,3.8,230626344960,682326443,49.846,Financial Services,American Express Company,17.69297,0.13819895698687112,forecast_icc,0.07796777323800386,0.14747336816041953,2026-06-19
AMGN,337.6,10.08,182205513728,539708274,17.028,Healthcare,Amgen Inc.,22.38785,0.04861431535408722,forecast_icc,0.07059320473912412,0.05043838850777722,2026-06-19
AMZN,244.39,0.0,2628929978368,10757109436,41.093,Consumer Cyclical,"Amazon.com, Inc.",8.66468,0.14009288283006405,forecast_icc,0.05674058395722292,0.16814517757827882,2026-06-19
AAPL,298.01,1.08,4376979046400,14687356000,7.26,Technology,Apple Inc.,8.75958,0.10441938997075217,forecast_icc,0.04442066730516765,0.02436159813186717,2026-06-19
BA,222.72,0.0,175570698240,788302331,7.591,Industrials,Boeing Company (The),4.18143,0.04,forecast_icc,0.0237700216998774,0.034083153137780674,2026-06-19
CAT,985.82,6.52,454060769280,460591983,40.511,Industrials,"Caterpillar, Inc.",24.60227,0.22396185392648715,forecast_icc,0.061555310948433806,0.04109371054649903,2026-06-19
CVX,173.63,7.12,345801129984,1991597732,92.906,Energy,Chevron Corporation,14.5437,0.01,forecast_icc,0.06861479266786386,0.5350803188461336,2026-06-19
CSCO,119.54,1.68,471159111680,3941434665,12.401,Technology,"Cisco Systems, Inc.",4.27693,0.11676599804065058,forecast_icc,0.05759726251318098,0.10373933151028943,2026-06-19
KO,79.39,2.12,341574090752,4302482418,7.816,Consumer Defensive,Coca-Cola Company (The),3.26737,0.06614188169689994,forecast_icc,0.05535290674754535,0.0984506831447698,2026-06-19
DIS,103.89,1.5,180406173696,1736511424,62.297,Communication Services,Walt Disney Company (The),6.83117,0.09744158028566119,forecast_icc,0.07939716693379745,0.599643847905226,2026-06-19
GS,1096.56,18.0,323493363712,295007421,356.271,Financial Services,"Goldman Sachs Group, Inc. (The)",59.48599,0.10230845952130907,forecast_icc,0.07247894400342869,0.3248987480950671,2026-06-19
HD,334.28,9.32,333316161536,997116682,13.916,Consumer Cyclical,"Home Depot, Inc. (The)",14.96093,0.07625729149190597,forecast_icc,0.061769813023217046,0.041629771814149875,2026-06-19
HON,229.01,4.76,145112891392,633653119,21.447,Industrials,Honeywell International Inc.,10.5202,0.08801543696887881,forecast_icc,0.06322387456603751,0.09365093833380958,2026-06-19
IBM,249.1,6.76,234125443072,939885280,35.083,Technology,International Business Machines,12.45177,0.08049136789388167,forecast_icc,0.0672058680049753,0.14083900854850528,2026-06-19
JNJ,228.39,0.0,549784256512,2407216971,33.735,Healthcare,Johnson & Johnson,11.57426,0.09876052551091807,forecast_icc,0.062354858683581954,0.14770787550718542,2026-06-19
JPM,325.22,0.0,871430684672,2679511418,128.379,Financial Services,JP Morgan Chase & Co.,22.33727,0.054994634527854025,forecast_icc,0.06395180638462933,0.39474510409384816,2026-06-19
MCD,278.61,0.0,197954027520,710505859,-1.81,Consumer Cyclical,McDonald's Corporation,12.98436,0.09507515195204075,forecast_icc,0.05803632147222364,,2026-06-19
MRK,113.87,3.4,281238929408,2469824415,18.576,Healthcare,"Merck & Company, Inc.",2.73657,0.75,forecast_icc,0.19475573205578078,0.16313338423530116,2026-06-19
MSFT,379.4,3.64,2818348154880,7428434704,55.777,Technology,Microsoft Corporation,16.83996,0.14880914206447038,forecast_icc,0.07210161112807867,0.14701370438126357,2026-06-19
NKE,45.2,1.64,66936094720,1199499281,9.52,Consumer Cyclical,"Nike, Inc.",1.50016,0.22956884598976113,forecast_icc,0.0917172124769024,0.17059903483894195,2026-06-19
NVDA,210.69,0.0,5103122644992,24221000000,8.07,Technology,NVIDIA Corporation,8.96197,0.4203361537697625,forecast_icc,0.12492177581843855,0.03830271847215352,2026-06-19
PG,150.38,0.0,350174740480,2328598978,23.081,Consumer Defensive,Procter & Gamble Company (The),6.89612,0.027615528732098715,forecast_icc,0.04110237624329853,0.15348449444853002,2026-06-19
CRM,151.78,1.76,124307816448,819000000,41.801,Technology,"Salesforce, Inc.",14.12853,0.09674608752644476,forecast_icc,0.09635009692118449,0.27540519959435594,2026-06-19
SHW,320.79,3.2,79118237696,246635621,18.071,Basic Materials,Sherwin-Williams Company (The),11.73172,0.12878674226797115,forecast_icc,0.05948401593985142,0.05633280564483973,2026-06-19
TRV,307.81,5.0,65454161920,212644693,150.452,Financial Services,"The Travelers Companies, Inc.",28.15254,0.014415750763518975,forecast_icc,0.06684676557451735,0.4887820485783404,2026-06-19
UNH,400.96,0.0,364129550336,908144404,107.798,Healthcare,UnitedHealth Group Incorporated,18.38872,0.13822658673360633,forecast_icc,0.06709292522142685,0.26884978264482645,2026-06-19
VZ,45.37,2.83,189445095424,4175558910,24.741,Communication Services,Verizon Communications Inc.,4.94823,0.06419265070540381,forecast_icc,0.11689502350366088,0.5453163237670307,2026-06-19
V,327.24,2.68,622326579200,1659709932,18.642,Financial Services,Visa Inc.,13.14344,0.13088734760458443,forecast_icc,0.06304248104366406,0.049717163923992655,2026-06-19
WMT,117.18,0.99,932527669248,7958079155,12.501,Consumer Defensive,Walmart Inc.,2.90778,0.1304913026432537,forecast_icc,0.045251479272970685,0.1066820329276448,2026-06-19
