date,family,label,value,method,n_firms,yyyymm,year
2026-04-06,Basic Materials,Basic Materials,0.08071770876511518,ICC calculation,166.0,202604,2026
2026-04-06,Communication Services,Communication Services,0.07468972769702134,ICC calculation,124.0,202604,2026
2026-04-06,Consumer Cyclical,Consumer Cyclical,0.09987941467107968,ICC calculation,334.0,202604,2026
2026-04-06,Consumer Defensive,Consumer Defensive,0.07402932037381922,ICC calculation,136.0,202604,2026
2026-04-06,Energy,Energy,0.08212518867849175,ICC calculation,186.0,202604,2026
2026-04-06,Financial Services,Financial Services,0.09319759740654862,ICC calculation,514.0,202604,2026
2026-04-06,Healthcare,Healthcare,0.09061156038214514,ICC calculation,261.0,202604,2026
2026-04-06,Industrials,Industrials,0.0710708410765446,ICC calculation,386.0,202604,2026
2026-04-06,Real Estate,Real Estate,0.06035364612717717,ICC calculation,163.0,202604,2026
2026-04-06,Technology,Technology,0.08379790357797035,ICC calculation,374.0,202604,2026
2026-04-06,Utilities,Utilities,0.07823585708806981,ICC calculation,80.0,202604,2026
