date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2026-04-14,Technology,0.0823618161813164,0.09902337383413368,374.0,19275202894927.0
2026-04-14,Financial Services,0.09069956524332476,0.12058029223105962,514.0,13437086955659.0
2026-04-14,Communication Services,0.07156385139134122,0.12772448243991222,124.0,11051914077901.0
2026-04-14,Healthcare,0.09533521625753626,0.10022034066889522,257.0,7194095972967.0
2026-04-14,Industrials,0.06923083640999937,0.09018757243448129,383.0,7111089272095.0
2026-04-14,Consumer Cyclical,0.0957205168610886,0.11782841431846763,334.0,7090408331179.0
2026-04-14,Energy,0.08010222890381247,0.10609594484723008,186.0,4629732016840.0
2026-04-14,Consumer Defensive,0.07403050892288367,0.10870844811041723,135.0,3165124418750.0
2026-04-14,Basic Materials,0.08035568856537254,0.10859508695443827,166.0,2906519420545.0
2026-04-14,Utilities,0.07712521220214219,0.08563996364723542,80.0,1839887421904.0
2026-04-14,Real Estate,0.05866202303457383,0.0932682623167315,164.0,1639949425641.0
