date,family,label,value,method,n_firms,yyyymm,year
2026-04-01,Basic Materials,Basic Materials,0.08160202388534012,ICC calculation,165.0,202604,2026
2026-04-01,Communication Services,Communication Services,0.0750615487017291,ICC calculation,124.0,202604,2026
2026-04-01,Consumer Cyclical,Consumer Cyclical,0.10072754317523792,ICC calculation,333.0,202604,2026
2026-04-01,Consumer Defensive,Consumer Defensive,0.07319514832847811,ICC calculation,136.0,202604,2026
2026-04-01,Energy,Energy,0.08489319779925744,ICC calculation,186.0,202604,2026
2026-04-01,Financial Services,Financial Services,0.09352527917422129,ICC calculation,517.0,202604,2026
2026-04-01,Healthcare,Healthcare,0.09030536833077045,ICC calculation,262.0,202604,2026
2026-04-01,Industrials,Industrials,0.07126885547804458,ICC calculation,386.0,202604,2026
2026-04-01,Real Estate,Real Estate,0.0607905584491965,ICC calculation,163.0,202604,2026
2026-04-01,Technology,Technology,0.0839888304046068,ICC calculation,375.0,202604,2026
2026-04-01,Utilities,Utilities,0.07812179172083689,ICC calculation,80.0,202604,2026
