ticker,country,market_cap,sector,yf_name,quote_type,name,exchange,source,rank_in_country,ICC,mktcap,name_icc,sector_icc
PHAR,Netherlands,1175203840.0,Healthcare,Pharming Group N.V.,EQUITY,"Pharming Group N.V. - ADS, each representing 10 ordinary shares",NASDAQ,nasdaq_trader_symbol_directories,2,0.08647682675489443,1175203840.0,Pharming Group N.V.,Healthcare
ZEPP,Netherlands,241605008.0,Technology,Zepp Health Corporation,EQUITY,"Zepp Health Corporation American depositary shares, each representing sixteen Class A ordinary shares",N,nasdaq_trader_symbol_directories,3,0.014040942397856838,241605008.0,Zepp Health Corporation,Technology
OPRA,Norway,1488421248.0,Communication Services,Opera Limited,EQUITY,Opera Limited - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,1,0.16093515598934693,1488421248.0,Opera Limited,Communication Services
CPAC,Peru,917861056.0,Basic Materials,Cementos Pacasmayo S.A.A.,EQUITY,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),N,nasdaq_trader_symbol_directories,1,0.08790905938015314,917861056.0,Cementos Pacasmayo S.A.A.,Basic Materials
PHI,Philippines,4592592384.0,Communication Services,PLDT Inc. Sponsored,EQUITY,PLDT Inc. Sponsored ADR,N,nasdaq_trader_symbol_directories,1,0.1057801677902811,4592592384.0,PLDT Inc. Sponsored,Communication Services
SE,Singapore,51050586112.0,Consumer Cyclical,Sea Limited,EQUITY,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",N,nasdaq_trader_symbol_directories,1,0.10513628765406746,51050586112.0,Sea Limited,Consumer Cyclical
TCOM,Singapore,34608304128.0,Consumer Cyclical,Trip.com Group Limited,EQUITY,Trip.com Group Limited - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,2,0.2560040272007299,34608304128.0,Trip.com Group Limited,Consumer Cyclical
JOYY,Singapore,2886612736.0,Communication Services,JOYY Inc.,EQUITY,JOYY Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,3,0.1460701113750128,2886612736.0,JOYY Inc.,Communication Services
TIGR,Singapore,1178239744.0,Financial Services,UP Fintech Holding Limited,EQUITY,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,NASDAQ,nasdaq_trader_symbol_directories,4,0.1268405229019779,1178239744.0,UP Fintech Holding Limited,Financial Services
HDL,Singapore,835479680.0,Consumer Cyclical,SUPER HI INTERNATIONAL HOLDING ,EQUITY,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,5,0.09130434661918885,835479680.0,SUPER HI INTERNATIONAL HOLDING ,Consumer Cyclical
CAN,Singapore,375361440.0,Technology,Canaan Inc.,EQUITY,Canaan Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,6,,,,
AMBR,Singapore,221091696.0,Technology,Amber International Holding Lim,EQUITY,Amber International Holding Limited - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,7,,,,
COE,Singapore,151760400.0,Consumer Defensive,51Talk Online Education Group,EQUITY,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",A,nasdaq_trader_symbol_directories,8,,,,
SOGP,Singapore,60777612.0,Communication Services,Sound Group Inc.,EQUITY,Sound Group Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,9,,,,
LITB,Singapore,38931760.0,Consumer Cyclical,"LightInTheBox Holding Co., Ltd.",EQUITY,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",N,nasdaq_trader_symbol_directories,10,0.3068912430524017,38931760.0,"LightInTheBox Holding Co., Ltd.",Consumer Cyclical
GFI,South Africa,39318638592.0,Basic Materials,Gold Fields Limited,EQUITY,Gold Fields Limited American Depositary Shares,N,nasdaq_trader_symbol_directories,1,0.09453460727289886,39318638592.0,Gold Fields Limited,Basic Materials
SBSW,South Africa,9157867520.0,Basic Materials,D/B/A Sibanye-Stillwater Limite,EQUITY,D/B/A Sibanye-Stillwater Limited ADS,N,nasdaq_trader_symbol_directories,2,0.4,9157867520.0,D/B/A Sibanye-Stillwater Limite,Basic Materials
SSL,South Africa,8211485184.0,Basic Materials,Sasol Ltd.,EQUITY,Sasol Ltd. American Depositary Shares,N,nasdaq_trader_symbol_directories,3,0.0961871873280219,8211485184.0,Sasol Ltd.,Basic Materials
DRD,South Africa,2499840000.0,Basic Materials,DRDGOLD Limited,EQUITY,DRDGOLD Limited American Depositary Shares,N,nasdaq_trader_symbol_directories,4,0.010000000000000002,2499840000.0,DRDGOLD Limited,Basic Materials
SHG,South Korea,33254072320.0,Financial Services,Shinhan Financial Group Co Ltd,EQUITY,Shinhan Financial Group Co Ltd American Depositary Shares,N,nasdaq_trader_symbol_directories,1,0.010000000000000002,33254072320.0,Shinhan Financial Group Co Ltd,Financial Services
PKX,South Korea,20638423040.0,Basic Materials,POSCO Holdings Inc.,EQUITY,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),N,nasdaq_trader_symbol_directories,2,0.10770579759685153,20638423040.0,POSCO Holdings Inc.,Basic Materials
WF,South Korea,17213528064.0,Financial Services,Woori Financial Group Inc.,EQUITY,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),N,nasdaq_trader_symbol_directories,3,0.010000000000000002,17213528064.0,Woori Financial Group Inc.,Financial Services
LPL,South Korea,4280000256.0,Technology,"LG Display Co, Ltd AMERICAN DEP",EQUITY,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N,nasdaq_trader_symbol_directories,4,0.02901519356102511,4280000256.0,"LG Display Co, Ltd AMERICAN DEP",Technology
DDI,South Korea,435326976.0,Communication Services,"DoubleDown Interactive Co., Ltd",EQUITY,"DoubleDown Interactive Co., Ltd. - American Depository Shares",NASDAQ,nasdaq_trader_symbol_directories,5,0.12181526873328813,435326976.0,"DoubleDown Interactive Co., Ltd",Communication Services
GRVY,South Korea,431735168.0,Communication Services,"GRAVITY Co., Ltd.",EQUITY,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",NASDAQ,nasdaq_trader_symbol_directories,6,,,,
SAN,Spain,173057933312.0,Financial Services,"Banco Santander, S.A. Sponsored",EQUITY,"Banco Santander, S.A. Sponsored ADR (Spain)",N,nasdaq_trader_symbol_directories,1,0.1273173625455305,173057933312.0,"Banco Santander, S.A. Sponsored",Financial Services
GRFS,Spain,5437796352.0,Healthcare,"Grifols, S.A.",EQUITY,"Grifols, S.A. - American Depositary Shares",NASDAQ,nasdaq_trader_symbol_directories,2,0.18457208846783468,5437796352.0,"Grifols, S.A.",Healthcare
TURB,Spain,23914108.0,Technology,"Turbo Energy, S.A.",EQUITY,"Turbo Energy, S.A. - American Depositary Shares",NASDAQ,nasdaq_trader_symbol_directories,3,,,,
ERIC,Sweden,37733515264.0,Technology,Ericsson,EQUITY,Ericsson - American Depositary Shares each representing 1 underlying Class B share,NASDAQ,nasdaq_trader_symbol_directories,1,0.06846347673602382,37733515264.0,Ericsson,Technology
PSNYW,Sweden,30955593728.0,Consumer Cyclical,Polestar Automotive Holding UK ,EQUITY,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),NASDAQ,nasdaq_trader_symbol_directories,2,,,,
PSNY,Sweden,1618771584.0,Consumer Cyclical,Polestar Automotive Holding UK ,EQUITY,Polestar Automotive Holding UK Limited - Class A ADS,NASDAQ,nasdaq_trader_symbol_directories,3,,,,
OTLY,Sweden,396557504.0,Consumer Defensive,Oatly Group AB,EQUITY,Oatly Group AB - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,4,,,,
NIPG,Sweden,83555448.0,Communication Services,NIP Group Inc.,EQUITY,NIP Group Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,5,,,,
ONC,Switzerland,33281898496.0,Healthcare,BeOne Medicines Ltd.,EQUITY,BeOne Medicines Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,1,0.12141746685001209,33281898496.0,BeOne Medicines Ltd.,Healthcare
MOLN,Switzerland,164611344.0,Healthcare,Molecular Partners AG,EQUITY,Molecular Partners AG - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,2,,,,
WKEY,Switzerland,82349472.0,Technology,WISeKey International Holding L,EQUITY,WISeKey International Holding Ltd - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,3,,,,
ADXN,Switzerland,7564467.0,Healthcare,Addex Therapeutics Ltd,EQUITY,Addex Therapeutics Ltd - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,4,,,,
ASX,Taiwan,65296662528.0,Technology,"ASE Technology Holding Co., Ltd",EQUITY,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",N,nasdaq_trader_symbol_directories,1,0.10433963826921355,65296662528.0,"ASE Technology Holding Co., Ltd",Technology
HIMX,Taiwan,1906475392.0,Technology,"Himax Technologies, Inc.",EQUITY,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NASDAQ,nasdaq_trader_symbol_directories,2,0.04355890110737591,1906475392.0,"Himax Technologies, Inc.",Technology
IMOS,Taiwan,1601911424.0,Technology,ChipMOS TECHNOLOGIES INC.,EQUITY,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,3,0.17854609222855877,1601911424.0,ChipMOS TECHNOLOGIES INC.,Technology
HEPS,Turkey,1013153600.0,Consumer Cyclical,D-Market Electronic Services & ,EQUITY,D-Market Electronic Services & Trading - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,1,0.3437889547553922,1013153600.0,D-Market Electronic Services & ,Consumer Cyclical
VEON,United Arab Emirates,3765706752.0,Communication Services,VEON Ltd.,EQUITY,VEON Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,1,0.14312881084924034,3765706752.0,VEON Ltd.,Communication Services
YALA,United Arab Emirates,1039736640.0,Technology,Yalla Group Limited,EQUITY,"Yalla Group Limited American Depositary Shares, each representing one Class A Ordinary Share",N,nasdaq_trader_symbol_directories,2,0.11958913784504566,1039736640.0,Yalla Group Limited,Technology
SHEL,United Kingdom,249320947712.0,Energy,Shell PLC,EQUITY,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,N,nasdaq_trader_symbol_directories,1,0.07772934345988525,249320947712.0,Shell PLC,Energy
ARM,United Kingdom,217295536128.0,Technology,Arm Holdings plc,EQUITY,Arm Holdings plc - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,2,0.027248072037210594,217295536128.0,Arm Holdings plc,Technology
UL,United Kingdom,125617127424.0,Consumer Defensive,Unilever PLC,EQUITY,Unilever PLC American Depositary Shares (each representing One Ordinary Share),N,nasdaq_trader_symbol_directories,3,0.07339593325591298,125617127424.0,Unilever PLC,Consumer Defensive
BTI,United Kingdom,123971854336.0,Consumer Defensive,British American Tobacco  Indus,EQUITY,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N,nasdaq_trader_symbol_directories,4,0.10857090123680158,123971854336.0,British American Tobacco  Indus,Consumer Defensive
GSK,United Kingdom,111035965440.0,Healthcare,GSK plc,EQUITY,GSK plc American Depositary Shares (Each representing two Ordinary Shares),N,nasdaq_trader_symbol_directories,5,0.0931495222869948,111035965440.0,GSK plc,Healthcare
NGG,United Kingdom,86497837056.0,Utilities,"National Grid Transco, PLC Nati",EQUITY,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",N,nasdaq_trader_symbol_directories,6,0.10471135508127319,86497837056.0,"National Grid Transco, PLC Nati",Utilities
LYG,United Kingdom,77904674816.0,Financial Services,Lloyds Banking Group Plc,EQUITY,Lloyds Banking Group Plc American Depositary Shares,N,nasdaq_trader_symbol_directories,7,0.14361335490420946,77904674816.0,Lloyds Banking Group Plc,Financial Services
RELX,United Kingdom,64343347200.0,Industrials,RELX PLC PLC,EQUITY,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),N,nasdaq_trader_symbol_directories,8,0.08010250240627881,64343347200.0,RELX PLC PLC,Industrials
NWG,United Kingdom,62495854592.0,Financial Services,NatWest Group plc,EQUITY,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)",N,nasdaq_trader_symbol_directories,9,0.14130754215166397,62495854592.0,NatWest Group plc,Financial Services
HLN,United Kingdom,42396397568.0,Healthcare,Haleon plc,EQUITY,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),N,nasdaq_trader_symbol_directories,10,0.07432802458065157,42396397568.0,Haleon plc,Healthcare
