family,ticker,label,date,value,method,source,n_items,coverage_weight,status
China,MCHI,iShares MSCI China ETF,2026-04-27,0.07804418159164085,P/E estimate,Yahoo Finance,,,available
Germany,EWG,iShares MSCI Germany ETF,2026-04-27,0.05624829708280582,P/E estimate,Yahoo Finance,,,available
India,INDA,iShares MSCI India ETF,2026-04-27,0.043684449572222214,P/E estimate,Yahoo Finance,,,available
Japan,EWJ,iShares MSCI Japan ETF,2026-04-27,0.05559006772260001,P/E estimate,Yahoo Finance,,,available
