family,ticker,label,date,value,method,source,n_items,coverage_weight,status
China,MCHI,iShares MSCI China ETF,2026-04-21,0.0766486100426082,P/E estimate,Yahoo Finance,,,available
Germany,EWG,iShares MSCI Germany ETF,2026-04-21,0.05632853006814119,P/E estimate,Yahoo Finance,,,available
India,INDA,iShares MSCI India ETF,2026-04-21,0.043316027280953774,P/E estimate,Yahoo Finance,,,available
Japan,EWJ,iShares MSCI Japan ETF,2026-04-21,0.05593455880358216,P/E estimate,Yahoo Finance,,,available
