family,label,date,value,method,source,n_items,coverage_weight,status
growth_icc,Growth ICC,2026-04-17,0.08324845783560769,ICC calculation,Constituent ICC aggregation,2574,,available
ivp_bm,IVP (B/M),2026-04-17,0.036402715251233064,ICC calculation,Constituent ICC aggregation,2574,,available
value_icc,Value ICC,2026-04-17,0.11965117308684076,ICC calculation,Constituent ICC aggregation,2574,,available
