family,label,date,value,method,source,n_items,coverage_weight,status
growth_icc,Growth ICC,2026-04-22,0.08320633779686326,ICC calculation,Constituent ICC aggregation,2560,,available
ivp_bm,IVP (B/M),2026-04-22,0.035327474742386095,ICC calculation,Constituent ICC aggregation,2560,,available
value_icc,Value ICC,2026-04-22,0.11853381253924936,ICC calculation,Constituent ICC aggregation,2560,,available
