family,label,date,value,method,source,n_items,coverage_weight,status
growth_icc,Growth ICC,2026-04-28,0.08376287709063349,ICC calculation,Constituent ICC aggregation,2568,,available
ivp_bm,IVP (B/M),2026-04-28,0.03659236649145106,ICC calculation,Constituent ICC aggregation,2568,,available
value_icc,Value ICC,2026-04-28,0.12035524358208455,ICC calculation,Constituent ICC aggregation,2568,,available
