family,label,date,value,method,source,n_items,coverage_weight,status
growth_icc,Growth ICC,2026-04-21,0.08410433227617799,ICC calculation,Constituent ICC aggregation,2558,,available
ivp_bm,IVP (B/M),2026-04-21,0.036625287342307425,ICC calculation,Constituent ICC aggregation,2558,,available
value_icc,Value ICC,2026-04-21,0.12072961961848541,ICC calculation,Constituent ICC aggregation,2558,,available
