date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status,source_file
2026-07-13,Argentina,0.1560331042589598,,10,9,0.9760170858583948,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Australia,0.0527931750850033,,10,3,0.9877649071170828,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Belgium,0.0797397937858891,,7,4,0.995076143106672,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Bermuda,0.0863828496954139,,10,8,0.9441458440113172,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Brazil,0.1418350133096866,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Canada,0.0891701727430442,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Cayman Islands,0.1280158776265548,,10,9,0.9950400321009104,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Chile,0.154983351131654,,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,China,0.302822203891564,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Colombia,0.1003757940850187,,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Cyprus,0.1368481559001711,,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Denmark,0.1712464693295325,,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Finland,0.0806107969180519,,3,2,0.9718192374032688,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,France,0.0966811382816458,,10,8,0.987565938558568,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Germany,0.1002779155040226,,10,9,0.97379597952009,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Greece,0.1042012542022052,,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Guernsey,0.0835663918815405,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Hong Kong,0.2226906945702975,,10,7,0.7511148191205618,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,India,0.0959108285387596,,7,6,0.855444997376372,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Ireland,0.1136553055573237,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Israel,0.0910581366061926,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Italy,0.0788771522782048,,10,9,0.9998500431760856,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Japan,0.113355976492436,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Jersey,0.1766667132532103,,4,3,0.941865437543388,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
2026-07-13,Luxembourg,0.1613169953624738,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202607/country_adr_icc_2026_07_13.csv
