date,group,daily_icc,ew_icc,n_firms,method,source_file
2025-12-04,Basic Materials,0.09522256980786754,0.11559589753199334,159,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Communication Services,0.05878104742582092,0.12341863241415997,159,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Consumer Cyclical,0.0794579879319613,0.10787010823380126,389,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Consumer Defensive,0.06605727651445925,0.11060153064986951,158,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Energy,0.0949441759402636,0.12020456746318586,186,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Financial Services,0.08737955616103897,0.11725668788117445,631,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Healthcare,0.07903028947856072,0.08729684142272416,314,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Industrials,0.06795427056091113,0.09218608208736877,434,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Real Estate,0.06440981333437423,0.0925872999722307,179,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Technology,0.07294642379601504,0.08319518829625235,485,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Unknown,0.08395266940433968,0.10763906234818893,3,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
2025-12-04,Utilities,0.08314731368377168,0.09091626580117201,93,ICC calculation,data/202512/icc_live_usall_2025_1204.csv
