family,label,date,value,method,source,n_items,coverage_weight,status
all_market,All market,2026-05-05,0.07755316921802977,ICC calculation,Constituent ICC aggregation,2711,,available
sp500,S&P 500,2026-05-05,0.07114099236684421,ICC calculation,Constituent ICC aggregation,500,,available
