family,label,date,value,method,source,n_items,coverage_weight,status
all_market,All market,2026-05-01,0.07824962827418831,ICC calculation,Constituent ICC aggregation,2711,,available
sp500,S&P 500,2026-05-01,0.07143457858813185,ICC calculation,Constituent ICC aggregation,500,,available
