date,vw_icc,ew_icc,n_firms,source_file,yyyymm
2025-10-30,0.07395380198937707,0.10523527285672828,3179,data/202510/icc_live_usall_2025_1030.csv,2025-10
2025-11-28,0.07539068714702347,0.10291966516605518,3189,data/202511/icc_live_usall_2025_1128.csv,2025-11
2025-12-31,0.07717299134519885,0.10101208679708192,3197,data/202512/icc_live_usall_2025_1231.csv,2025-12
2026-01-30,0.074875685540565,0.0998891149590918,2684,data/202601/icc_live_usall_2026_0130_r1.csv,2026-01
2026-02-27,0.08042145131520971,0.1043506339166038,2686,data/202602/icc_live_usall_2026_0227_r1.csv,2026-02
2026-03-31,0.0846043873892946,0.1095647685619641,2721,data/202603/icc_live_usall_2026_0331_r1.csv,2026-03
2026-04-15,0.08170929701047211,0.10605627999942241,2720,data/202604/icc_live_usall_2026_0415_r1.csv,2026-04
