date,country,ticker,name,mktcap,icc,selected
2026-07-23,Argentina,YPF,YPF Sociedad Anonima,20359227392.0,0.0687496902518139,True
2026-07-23,Australia,BHP,BHP Group Limited,212499873792.0,0.0519010639866376,True
2026-07-23,Bermuda,ACGL,Arch Capital Group Ltd.,34973896704.0,0.0786210544389135,True
2026-07-23,Brazil,PBR,Petroleo Brasileiro S.A. Petrob,122442956800.0,0.1458839074742405,True
2026-07-23,Canada,RY,Royal Bank Of Canada,289689010176.0,0.0913028764816042,True
2026-07-23,Cayman Islands,CRDO,Credo Technology Group Holding ,44102025216.0,0.1065254487443313,True
2026-07-23,Chile,BCH,Banco De Chile,20516569088.0,0.1096048244076973,True
2026-07-23,China,BABA,Alibaba Group Holding Limited,273387241472.0,0.3291806652056653,True
2026-07-23,Cyprus,GDEV,GDEV Inc.,228696160.0,0.229447876420555,True
2026-07-23,Denmark,GMAB,Genmab A/S,17908508672.0,0.12989850396119,True
2026-07-23,France,LVMUY,LVMH-Moet Hennessy Louis Vuitto,254759714816.0,0.0876371875477274,True
2026-07-23,Germany,SIEGY,Siemens AG,234601299968.0,0.0794678028262641,True
2026-07-23,Greece,ESEA,Euroseas Ltd.,533880672.0,0.1253196004156297,True
2026-07-23,Hong Kong,FUTU,Futu Holdings Limited,13873647616.0,0.4,True
2026-07-23,India,HDB,HDFC Bank Limited,118743400448.0,0.0534456551109216,True
2026-07-23,Ireland,PDD,PDD Holdings Inc.,118568927232.0,0.3514052080736033,True
2026-07-23,Israel,ESLT,Elbit Systems Ltd.,37883478016.0,0.0407904779723323,True
2026-07-23,Italy,ISNPY,Intesa Sanpaolo S.p.A.,125398327296.0,0.1144264398122152,True
2026-07-23,Japan,MUFG,"Mitsubishi UFJ Financial Group,",255082872832.0,0.0727547937632736,True
2026-07-23,Jersey,CSHR,CoinShares PLC,550841216.0,0.1637992893422638,True
2026-07-23,Luxembourg,MT,Arcelor Mittal NY Registry Shar,49857241088.0,0.2083869435659985,True
2026-07-23,Malaysia,EMPG,Empro Group Inc.,143046400.0,0.01,True
2026-07-23,Mexico,AMX,"America Movil, S.A.B. de C.V.",77897359360.0,0.0927547518985453,True
2026-07-23,Netherlands,ASML,ASML Holding N.V. - New York Re,692532281344.0,0.077898791885157,True
2026-07-23,Singapore,GRAB,Grab Holdings Limited,13496998912.0,0.1366932394684846,True
2026-07-23,South Africa,NPSNY,Naspers Ltd.,35365834752.0,0.1123375303317918,True
2026-07-23,South Korea,KB,KB Financial Group Inc,42431172608.0,0.4,True
2026-07-23,Spain,SAN,"Banco Santander, S.A. Sponsored",188983377920.0,0.0926856845776381,True
2026-07-23,Sweden,SPOT,Spotify Technology S.A.,96433750016.0,0.0642182599053809,True
2026-07-23,Switzerland,RHHBY,Roche Holding Ltd,347872362496.0,0.0674761340708346,True
2026-07-23,Taiwan,TSM,Taiwan Semiconductor Manufactur,2155394760704.0,0.0959375834879817,True
2026-07-23,Turkey,HEPS,D-Market Electronic Services & ,1014519552.0,0.3414152783520964,True
2026-07-23,United Arab Emirates,AIIR,Air Global PLC,949488704.0,0.1126662980972438,True
2026-07-23,United Kingdom,HSBC,"HSBC Holdings, plc.",348966060032.0,0.110841670298602,True
2026-07-23,United States,BAM,Brookfield Asset Management Inc,72989106176.0,0.0923261630827444,True
2026-07-23,Uruguay,MELI,"MercadoLibre, Inc.",91189018624.0,0.0899400780296123,True
