date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-07-21,Argentina,0.15214889442075896,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Australia,0.053439254389105684,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,Brazil,0.1390964381151844,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Canada,0.09413549796421139,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Chile,0.14463926063765187,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,China,0.31586529075055325,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Colombia,0.08639857388362879,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,France,0.10063880596253313,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,Germany,0.11328060300276421,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,India,0.082969283681397,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Israel,0.14432730321606746,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Italy,0.06411480962109788,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,Japan,0.11346638458663771,9,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Luxembourg,0.06297058688208577,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,Mexico,0.0827281487644963,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Netherlands,0.09045541834501288,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Peru,0.10667524167099578,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,Singapore,0.10727583754080175,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,South Africa,0.17299196177720547,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,South Korea,0.2190154414582035,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,Spain,0.09688771657641308,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,Switzerland,0.08555770753736305,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-21,Taiwan,0.09468321769325858,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-21,United Kingdom,0.08554312721055995,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
