date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-07-14,Argentina,0.1585347190531869,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Australia,0.0539325129744385,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,Brazil,0.139693110413054,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Canada,0.0884914771395575,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Chile,0.1438913894087085,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,China,0.3091095715713841,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Colombia,0.0879282606484392,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,France,0.1034455990148084,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,Germany,0.1171771946330564,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,India,0.0960994919281768,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Israel,0.1307892895961452,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Italy,0.0666998697202825,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,Japan,0.112119960431137,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Luxembourg,0.0640409153721471,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,Mexico,0.08508893647212,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Netherlands,0.0873307759590979,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Peru,0.1062287368886834,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,Singapore,0.105222709563455,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,South Africa,0.1774233330872394,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,South Korea,0.2207408082760759,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,Spain,0.1050752714765479,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,Switzerland,0.0859056512320208,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-14,Taiwan,0.0949077908008118,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-14,United Kingdom,0.0867383973720097,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
