date,country,ticker,company,icc,mktcap
2026-07-06,Argentina,YPF,YPF,0.084022222533365,18084890624.0
2026-07-06,Argentina,GGAL,Grupo Financiero Galicia,0.2991320512664276,8984421376.0
2026-07-06,Argentina,BMA,Banco Macro,0.4,6032008192.0
2026-07-06,Argentina,TEO,Telecom Argentina,0.0727336997479495,5608203776.0
2026-07-06,Argentina,PAM,Pampa Energia,0.1771343375036979,4425818624.0
2026-07-06,Argentina,LOMA,Loma Negra,0.0872156499355268,1377020288.0
2026-07-06,Brazil,PBR,Petrobras,0.1650712035746645,104785395712.0
2026-07-06,Brazil,ITUB,Itau,0.1148894246569553,91371323392.0
2026-07-06,Brazil,VALE,Vale,0.1130398846964767,64244273152.0
2026-07-06,Brazil,ABEV,Ambev,0.0974798441217757,47633190912.0
2026-07-06,Brazil,BBD,Bradesco,0.1580160048952165,36997492736.0
2026-07-06,Brazil,VIV,Telefonica Brasil,0.2797882505338634,21522409472.0
2026-07-06,Brazil,BSBR,Santander Brasil,0.1651708442056362,19804510208.0
2026-07-06,Brazil,SUZ,Suzano,0.1050155132562854,9851204608.0
2026-07-06,Brazil,GGB,Gerdau,0.2490601355977203,8323387392.0
2026-07-06,Canada,RY,Royal Bank of Canada,0.090709020332888,289119240192.0
2026-07-06,Canada,TD,Toronto-Dominion,0.0992350494233361,199303430144.0
2026-07-06,Canada,SHOP,Shopify,0.0473355298634082,155900231680.0
2026-07-06,Canada,BMO,Bank of Montreal,0.105564602645182,123343372288.0
2026-07-06,Canada,ENB,Enbridge,0.0903151975386554,116762247168.0
2026-07-06,Canada,BNS,Scotiabank,0.1166569730890026,106778959872.0
2026-07-06,Canada,CM,CIBC,0.0951479322056171,105300688896.0
2026-07-06,Canada,CNQ,Canadian Natural Resources,0.1001760410783992,82072682496.0
2026-07-06,Canada,CP,Canadian Pacific Kansas City,0.0848838172866667,78120804352.0
2026-07-06,Canada,CNI,Canadian National Railway,0.086875369600469,73798959104.0
2026-07-06,Chile,SQM,SQM,0.0629344026388986,21000091648.0
2026-07-06,Chile,BCH,Banco de Chile,0.1152736710996923,20223621120.0
2026-07-06,Chile,LTM,LATAM Airlines,0.1930869232816431,16815211520.0
2026-07-06,Chile,ENIC,Enel Chile,0.4,6128157184.0
2026-07-06,Chile,CCU,CCU,0.1220377989144426,2090222976.0
2026-07-06,China,BABA,Alibaba Group,0.3539345701348321,234945511424.0
2026-07-06,China,PDD,PDD Holdings,0.3579763031705091,119195222016.0
2026-07-06,China,NTES,NetEase,0.2420592043152599,83924115456.0
2026-07-06,China,BIDU,Baidu,0.2555817702255106,38921502720.0
2026-07-06,China,JD,JD.com,0.4,36166389760.0
2026-07-06,China,TCOM,Trip.com,0.2835504648422892,25805320192.0
2026-07-06,China,ZTO,ZTO Express,0.2713271524187951,17537402880.0
2026-07-06,China,BEKE,KE Holdings,0.2449077592638245,16660264960.0
2026-07-06,China,YUMC,Yum China,0.0951057246942289,14674799616.0
2026-07-06,China,TME,Tencent Music,0.2931830826084193,14358892544.0
2026-07-06,Colombia,EC,Ecopetrol,0.0950708734333954,29747929088.0
2026-07-06,Colombia,CIB,Bancolombia,0.106520488056652,19194757120.0
2026-07-06,France,TTE,TotalEnergies,0.1025675748281601,169782411264.0
2026-07-06,France,SNY,Sanofi,0.119314026772005,101998493696.0
2026-07-06,Germany,SAP,SAP,0.0905303965514651,189206855680.0
2026-07-06,Germany,DB,Deutsche Bank,0.1720649129681203,70863585280.0
2026-07-06,India,HDB,HDFC Bank,0.0788842634353744,140664471552.0
2026-07-06,India,IBN,ICICI Bank,0.0781168148477197,107876515840.0
2026-07-06,India,INFY,Infosys,0.0915721906073489,44052336640.0
2026-07-06,India,WIT,Wipro,0.1027539386474544,18200625152.0
2026-07-06,India,RDY,Dr Reddy's,0.4,11957718016.0
2026-07-06,India,MMYT,MakeMyTrip,0.0690566272161777,5440633344.0
2026-07-06,India,SIFY,Sify,0.0256467218399315,1104627840.0
2026-07-06,Israel,TEVA,Teva,0.1437969327089906,41092628480.0
2026-07-06,Israel,CHKP,Check Point,0.0797205609065051,14446341120.0
2026-07-06,Israel,ICL,ICL,0.093869852102194,6518127616.0
2026-07-06,Israel,NICE,NICE,0.1170834683339591,5693888512.0
2026-07-06,Israel,ZIM,ZIM,0.1727100713857648,2857521152.0
2026-07-06,Israel,WIX,Wix,0.2016672779326916,2101264000.0
2026-07-06,Italy,RACE,Ferrari,0.0420700846749263,68940775424.0
2026-07-06,Italy,E,Eni,0.0954183409544758,67805380608.0
2026-07-06,Japan,MUFG,Mitsubishi UFJ,0.0724774898960836,238731395072.0
2026-07-06,Japan,TM,Toyota,0.2269231473883833,212902117376.0
2026-07-06,Japan,SMFG,Sumitomo Mitsui,0.01,162073575424.0
2026-07-06,Japan,MFG,Mizuho,0.1122245263189344,126085701632.0
2026-07-06,Japan,SONY,Sony,0.064729274568101,124629581824.0
2026-07-06,Japan,TAK,Takeda,0.4,53368152064.0
2026-07-06,Japan,IX,ORIX,0.0606983978980618,43525472256.0
2026-07-06,Japan,HMC,Honda,0.0861123773189392,38445719552.0
2026-07-06,Japan,NMR,Nomura,0.0739290098451904,27212859392.0
2026-07-06,Luxembourg,SPOT,Spotify,0.0638509483114625,99316547584.0
2026-07-06,Luxembourg,GLOB,Globant,0.1282520397286944,1336407296.0
2026-07-06,Mexico,AMX,America Movil,0.092663325291853,78498422784.0
2026-07-06,Mexico,FMX,FEMSA,0.0455325693969203,44373762048.0
2026-07-06,Mexico,KOF,Coca-Cola FEMSA,0.12827960808919,22705797120.0
2026-07-06,Mexico,CX,Cemex,0.0813256981559177,17777174528.0
2026-07-06,Mexico,PAC,Pacific Airport Group,0.0701893657413424,15138452480.0
2026-07-06,Mexico,ASR,ASUR,0.1040722304221796,9276605440.0
2026-07-06,Mexico,OMAB,OMA,0.1298701151590017,5456573952.0
