date,country,ticker,name,mktcap,icc,selected
2026-07-09,Argentina,YPF,YPF Sociedad Anonima,18445647872.0,0.0829626797224375,True
2026-07-09,Australia,BHP,BHP Group Limited,202998988800.0,0.0546120177696284,True
2026-07-09,Bermuda,ACGL,Arch Capital Group Ltd.,35532922880.0,0.0794859755637184,True
2026-07-09,Brazil,PBR,Petroleo Brasileiro S.A. Petrob,109747560448.0,0.1591208165083294,True
2026-07-09,Canada,RY,Royal Bank Of Canada,289827979264.0,0.0905534777523008,True
2026-07-09,Cayman Islands,CRDO,Credo Technology Group Holding ,49537855488.0,0.095250877355464,True
2026-07-09,Chile,SQM,Sociedad Quimica y Minera S.A.,21162905600.0,0.0625685160336399,True
2026-07-09,China,BABA,Alibaba Group Holding Limited,266409803776.0,0.3356955989350275,True
2026-07-09,Cyprus,GDEV,GDEV Inc.,223614000.0,0.2318649110634344,True
2026-07-09,Denmark,GMAB,Genmab A/S,18283010048.0,0.1774152940985239,True
2026-07-09,France,LVMUY,LVMH-Moet Hennessy Louis Vuitto,278231220224.0,0.0821914454370377,True
2026-07-09,Germany,SIEGY,Siemens AG,240877453312.0,0.0779470525896722,True
2026-07-09,Greece,ESEA,Euroseas Ltd.,486680192.0,0.1335906269431602,True
2026-07-09,Hong Kong,FUTU,Futu Holdings Limited,13601669120.0,0.4,True
2026-07-09,India,HDB,HDFC Bank Limited,136146681856.0,0.0806992144422323,True
2026-07-09,Ireland,PDD,PDD Holdings Inc.,122241286144.0,0.3541112049241107,True
2026-07-09,Israel,TEVA,Teva Pharmaceutical Industries ,38542532608.0,0.1487181569520249,True
2026-07-09,Italy,ISNPY,Intesa Sanpaolo S.p.A.,125156425728.0,0.114968206365823,True
2026-07-09,Japan,MUFG,"Mitsubishi UFJ Financial Group,",239633547264.0,0.0765741894219823,True
2026-07-09,Jersey,CSHR,CoinShares PLC,542934464.0,0.2400948142539948,True
2026-07-09,Luxembourg,MT,Arcelor Mittal NY Registry Shar,47631716352.0,0.1789212193710837,True
2026-07-09,Malaysia,EMPG,Empro Group Inc.,143046400.0,0.01,True
2026-07-09,Mexico,AMX,"America Movil, S.A.B. de C.V.",77597523968.0,0.0934018538123749,True
2026-07-09,Netherlands,ASML,ASML Holding N.V. - New York Re,695389847552.0,0.0694239569115547,True
2026-07-09,Singapore,FUFU,BitFuFu Inc.,239981200.0,0.041460013509646,True
2026-07-09,South Africa,NPSNY,Naspers Ltd.,39934078976.0,0.0763619970746684,True
2026-07-09,South Korea,KB,KB Financial Group Inc,40920326144.0,0.4,True
2026-07-09,Spain,SAN,"Banco Santander, S.A. Sponsored",197584257024.0,0.1126194739837057,True
2026-07-09,Sweden,SPOT,Spotify Technology S.A.,99906674688.0,0.0636024124561781,True
2026-07-09,Switzerland,RHHBY,Roche Holding Ltd,335055028224.0,0.0790438040757263,True
2026-07-09,Taiwan,TSM,Taiwan Semiconductor Manufactur,2266281541632.0,0.090494916461928,True
2026-07-09,United Arab Emirates,AIIR,Air Global PLC,1066570944.0,0.1054383820791692,True
2026-07-09,United Kingdom,ARM,Arm Holdings plc,350190993408.0,0.0390581894060444,True
2026-07-09,United States,BAM,Brookfield Asset Management Inc,73723625472.0,0.0928324467123918,True
2026-07-09,Uruguay,MELI,"MercadoLibre, Inc.",91651891200.0,0.0896294312028462,True
