date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-07-27,Argentina,0.150770717339418,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Australia,0.0533730066307214,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,Brazil,0.1396592300909846,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Canada,0.0889312873587333,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Chile,0.1501193050008758,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,China,0.309167299322392,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Colombia,0.0995254101699192,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,France,0.1012051520738084,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,Germany,0.10651964666874,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,India,0.0793288402110187,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Israel,0.137370590960098,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Italy,0.0631735723868109,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,Japan,0.1105742416846918,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Luxembourg,0.0632845619812069,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,Mexico,0.0753471198069479,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Netherlands,0.0929156057774114,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Peru,0.1094425324304791,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,Singapore,0.1085219234054622,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,South Africa,0.1713289288356969,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,South Korea,0.2136052504997131,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,Spain,0.083152270523986,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,Switzerland,0.0974032210007931,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-27,Taiwan,0.1011478040052351,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-27,United Kingdom,0.0865872636307631,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
