date,country,icc,n_selected,n_icc_available,coverage_mktcap,method,status
2026-07-09,Argentina,0.17178199603086,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Australia,0.0565576961736858,6,2,0.9995078542684506,Partial ADR estimate,partial_adr_estimate
2026-07-09,Brazil,0.1328108489161203,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Canada,0.0899316377724229,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Cayman Islands,0.1219698699872087,8,6,0.9932823833876836,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Chile,0.1254002444165599,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,China,0.2960938676840569,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Denmark,0.1771820277552773,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-09,France,0.0976506372944764,10,7,0.9868725033110424,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Germany,0.1001553167560103,10,8,0.9709358556997604,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Greece,0.1366912578336402,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-09,Hong Kong,0.3830809879409423,10,7,0.9780680850548196,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,India,0.0960474814665947,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Ireland,0.1254384924933306,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Israel,0.0885477420031805,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Italy,0.0798701428896303,7,6,0.999908949975854,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Japan,0.130402284198325,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Jersey,0.2510373673186556,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-09,Luxembourg,0.1744547797166475,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Malaysia,0.016774720165061,5,2,0.889806949937784,Partial ADR estimate,partial_adr_estimate
2026-07-09,Mexico,0.0888400763625067,9,8,0.9999887739024068,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Netherlands,0.0762056861904064,8,7,0.9995137150062832,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Singapore,0.0337805912180346,10,6,0.1500225389594413,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,South Africa,0.1347682838786121,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,South Korea,0.2358415936358958,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Spain,0.1091674381383614,4,3,0.9998011951358062,Partial ADR estimate,partial_adr_estimate
2026-07-09,Sweden,0.06251883238392,3,2,0.9929852655771894,Partial ADR estimate,partial_adr_estimate
2026-07-09,Switzerland,0.0833526039854822,8,6,0.993336319466786,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,Taiwan,0.0922950696430203,8,6,0.9999627467977366,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,United Arab Emirates,0.1012261651313311,4,2,0.6521082889744708,Partial ADR estimate,partial_adr_estimate
2026-07-09,United Kingdom,0.0838115393476971,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-09,United States,0.1052582416001867,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
