date,country,ticker,company,icc,mktcap
2026-07-01,Argentina,YPF,YPF,0.0950469780386621,17630023680.0
2026-07-01,Argentina,GGAL,Grupo Financiero Galicia,0.3106674535687556,8311691264.0
2026-07-01,Argentina,BMA,Banco Macro,0.4,5734691840.0
2026-07-01,Argentina,TEO,Telecom Argentina,0.0741104747985842,5457445376.0
2026-07-01,Argentina,PAM,Pampa Energia,0.179667460907608,4296833024.0
2026-07-01,Argentina,LOMA,Loma Negra,0.0894431841704838,1321005824.0
2026-07-01,Australia,BHP,BHP,0.08057758507384,208867180544.0
2026-07-01,Australia,WDS,Woodside,0.0691237733637829,36748267520.0
2026-07-01,Brazil,PBR,Petrobras,0.1672795191434958,103045414912.0
2026-07-01,Brazil,ITUB,Itau,0.1163052511727434,89607823360.0
2026-07-01,Brazil,VALE,Vale,0.1144202255007283,63435362304.0
2026-07-01,Brazil,ABEV,Ambev,0.098403940628961,48253816832.0
2026-07-01,Brazil,BBD,Bradesco,0.158590393942935,36786077696.0
2026-07-01,Brazil,VIV,Telefonica Brasil,0.285297163751136,20755462144.0
2026-07-01,Brazil,BSBR,Santander Brasil,0.1672737452211269,19430133760.0
2026-07-01,Brazil,SUZ,Suzano,0.1064296853846734,9641341952.0
2026-07-01,Brazil,GGB,Gerdau,0.2558725876514639,7910169088.0
2026-07-01,Canada,RY,Royal Bank of Canada,0.0906296487290961,289480572928.0
2026-07-01,Canada,TD,Toronto-Dominion,0.0983342031415729,201963225088.0
2026-07-01,Canada,SHOP,Shopify,0.0469204036250608,157833740288.0
2026-07-01,Canada,BMO,Bank of Montreal,0.1049724158420398,124372983808.0
2026-07-01,Canada,ENB,Enbridge,0.0902727238470298,116369178624.0
2026-07-01,Canada,BNS,Scotiabank,0.1164191004194045,107097743360.0
2026-07-01,Canada,CM,CIBC,0.0947431238369657,105948774400.0
2026-07-01,Canada,CNQ,Canadian Natural Resources,0.1010454375658315,81175830528.0
2026-07-01,Canada,CP,Canadian Pacific Kansas City,0.0862057609327136,76274311168.0
2026-07-01,Canada,CNI,Canadian National Railway,0.0879593014582446,72682815488.0
2026-07-01,Chile,SQM,SQM,0.0623216698205485,21200039936.0
2026-07-01,Chile,BCH,Banco de Chile,0.1179890785694331,19617517568.0
2026-07-01,Chile,LTM,LATAM Airlines,0.1940392866991754,16660057088.0
2026-07-01,Chile,ENIC,Enel Chile,0.4,6086657536.0
2026-07-01,Chile,CCU,CCU,0.1256330134713331,1999504768.0
2026-07-01,China,BABA,Alibaba Group,0.353814233436739,235201888256.0
2026-07-01,China,PDD,PDD Holdings,0.3602419188641684,117458673664.0
2026-07-01,China,NTES,NetEase,0.2432745723323431,83100794880.0
2026-07-01,China,BIDU,Baidu,0.2520118840762423,40129400832.0
2026-07-01,China,JD,JD.com,0.4,35531653120.0
2026-07-01,China,TCOM,Trip.com,0.2826979535685475,25868292096.0
2026-07-01,China,ZTO,ZTO Express,0.272819198109857,17347028992.0
2026-07-01,China,BEKE,KE Holdings,0.2446666593057632,16027175936.0
2026-07-01,China,TME,Tencent Music,0.2950170555609374,14178791424.0
2026-07-01,China,YUMC,Yum China,0.0973264682731737,14146381824.0
2026-07-01,Colombia,EC,Ecopetrol,0.0951724908770524,29706811392.0
2026-07-01,Colombia,CIB,Bancolombia,0.1090387129946029,18549395456.0
2026-07-01,France,TTE,TotalEnergies,0.1054163698507045,166290538496.0
2026-07-01,France,SNY,Sanofi,0.1191658626109056,99652608000.0
2026-07-01,Germany,SAP,SAP,0.0910469946363995,187627077632.0
2026-07-01,Germany,DB,Deutsche Bank,0.1810045036267086,64779722752.0
2026-07-01,India,HDB,HDFC Bank,0.0828117260390502,131167051776.0
2026-07-01,India,IBN,ICICI Bank,0.0800982823599904,103895695360.0
2026-07-01,India,INFY,Infosys,0.0939376465197622,43121082368.0
2026-07-01,India,WIT,Wipro,0.108131947895493,18494982144.0
2026-07-01,India,RDY,Dr Reddy's,0.4,11649615872.0
2026-07-01,India,MMYT,MakeMyTrip,0.0659689106129645,5520321536.0
2026-07-01,India,SIFY,Sify,0.0240896037728347,1201740160.0
2026-07-01,Israel,TEVA,Teva,0.1477361788310439,38938435584.0
2026-07-01,Israel,CHKP,Check Point,0.0814349866769065,13969893376.0
2026-07-01,Israel,ICL,ICL,0.0941474181181082,6492313600.0
2026-07-01,Israel,NICE,NICE,0.1186993729457372,5542148608.0
2026-07-01,Israel,ZIM,ZIM,0.1652220289560396,3040711168.0
2026-07-01,Israel,WIX,Wix,0.2041097435881474,2045604224.0
2026-07-01,Italy,E,Eni,0.0976151541170006,66557845504.0
