date,country,ticker,name,mktcap,icc,selected
2026-07-06,Argentina,YPF,YPF Sociedad Anonima,18084890624.0,0.084022222533365,True
2026-07-06,Australia,BHP,BHP Group Limited,212474462208.0,0.0795237928084307,True
2026-07-06,Bermuda,ACGL,Arch Capital Group Ltd.,35571355648.0,0.0805977633969593,True
2026-07-06,Brazil,PBR,Petroleo Brasileiro S.A. Petrob,104785395712.0,0.1650712035746645,True
2026-07-06,Canada,RY,Royal Bank Of Canada,289119240192.0,0.090709020332888,True
2026-07-06,Cayman Islands,CRDO,Credo Technology Group Holding ,49519206400.0,0.0952714132396534,True
2026-07-06,Chile,SQM,Sociedad Quimica y Minera S.A.,21000091648.0,0.0629344026388986,True
2026-07-06,China,BABA,Alibaba Group Holding Limited,234945511424.0,0.3539345701348321,True
2026-07-06,Denmark,EVAX,Evaxion A/S,28189928.0,0.0166394512483191,True
2026-07-06,France,LVMUY,LVMH-Moet Hennessy Louis Vuitto,278724411392.0,0.0821315370675186,True
2026-07-06,Germany,SIEGY,Siemens AG,247845797888.0,0.0763315746012522,True
2026-07-06,Greece,ESEA,Euroseas Ltd.,485551328.0,0.1338043095393243,True
2026-07-06,Hong Kong,EFTY,"Etoiles Capital Group Co., Ltd.",302052224.0,0.01,True
2026-07-06,India,HDB,HDFC Bank Limited,140664471552.0,0.0788842634353744,True
2026-07-06,Ireland,PDD,PDD Holdings Inc.,119195222016.0,0.3579763031705091,True
2026-07-06,Israel,TEVA,Teva Pharmaceutical Industries ,41092628480.0,0.1437969327089906,True
2026-07-06,Italy,ISNPY,Intesa Sanpaolo S.p.A.,124993298432.0,0.1140546809226555,True
2026-07-06,Japan,MUFG,"Mitsubishi UFJ Financial Group,",238731395072.0,0.0724774898960836,True
2026-07-06,Jersey,CSHR,CoinShares PLC,535027648.0,0.2427995417578711,True
2026-07-06,Luxembourg,MT,Arcelor Mittal NY Registry Shar,49439842304.0,0.1729523196412509,True
2026-07-06,Malaysia,EMPG,Empro Group Inc.,143046400.0,0.01,True
2026-07-06,Mexico,AMX,"America Movil, S.A.B. de C.V.",78498422784.0,0.092663325291853,True
2026-07-06,Netherlands,ASML,ASML Holding N.V. - New York Re,703414206464.0,0.0686015627319093,True
2026-07-06,Singapore,CHEC,Chenghe Acquisition III Co.,176374368.0,0.0165477466554334,True
2026-07-06,South Africa,NPSNY,Naspers Ltd.,37680861184.0,0.0794660265978556,True
2026-07-06,South Korea,KB,KB Financial Group Inc,40402481152.0,0.4,True
2026-07-06,Spain,SAN,"Banco Santander, S.A. Sponsored",205894549504.0,0.1097172693011045,True
2026-07-06,Sweden,SPOT,Spotify Technology S.A.,99316547584.0,0.0638509483114625,True
2026-07-06,Switzerland,RHHBY,Roche Holding Ltd,332478644224.0,0.0801179299648283,True
2026-07-06,Taiwan,TSM,Taiwan Semiconductor Manufactur,2343197212672.0,0.0886032366349095,True
2026-07-06,United Arab Emirates,AIIR,Air Global PLC,1085817344.0,0.1043563873555301,True
2026-07-06,United Kingdom,ARM,Arm Holdings plc,344177704960.0,0.0393844108802787,True
2026-07-06,United States,BAM,Brookfield Asset Management Inc,75048960000.0,0.0919010043061333,True
2026-07-06,Uruguay,MELI,"MercadoLibre, Inc.",91542896640.0,0.0896918449186638,True
