date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-07-03,Argentina,0.1842755958572401,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Brazil,0.1442263591253456,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Canada,0.0911874469881556,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Chile,0.146239889428668,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,China,0.3215819351179634,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Colombia,0.0993636143411807,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,France,0.1071996158823136,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,Germany,0.112272665381586,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,India,0.0953075656829468,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Israel,0.1280420801845739,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Italy,0.068821418799773,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,Japan,0.1050016831876036,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Luxembourg,0.0644404078654048,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,Mexico,0.0853937842598231,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Netherlands,0.0853561323744278,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Peru,0.107202732744429,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,Singapore,0.1029212654355941,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,South Africa,0.162887861090225,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,South Korea,0.2165909068594586,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,Spain,0.1083774357141014,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,Switzerland,0.098175426161943,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-07-03,Taiwan,0.0925268498223658,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-07-03,United Kingdom,0.0840772549588722,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
