date,country,ticker,company,icc,mktcap
2026-07-03,Argentina,YPF,YPF,0.0957777317346252,17410435072.0
2026-07-03,Argentina,GGAL,Grupo Financiero Galicia,0.3066861640040287,8535369728.0
2026-07-03,Argentina,BMA,Banco Macro,0.4,5769858048.0
2026-07-03,Argentina,TEO,Telecom Argentina,0.0745960037540026,5405756928.0
2026-07-03,Argentina,PAM,Pampa Energia,0.1789927028268695,4330692096.0
2026-07-03,Argentina,LOMA,Loma Negra,0.0873963005609582,1372352384.0
2026-07-03,Brazil,PBR,Petrobras,0.1662898117375185,103818747904.0
2026-07-03,Brazil,ITUB,Itau,0.1163951341845183,89497600000.0
2026-07-03,Brazil,VALE,Vale,0.1136911936259662,63818530816.0
2026-07-03,Brazil,ABEV,Ambev,0.0967309160091497,48098660352.0
2026-07-03,Brazil,BBD,Bradesco,0.1594617711371063,36468957184.0
2026-07-03,Brazil,VIV,Telefonica Brasil,0.2822749296829797,21170890752.0
2026-07-03,Brazil,BSBR,Santander Brasil,0.1672737452211269,19430133760.0
2026-07-03,Brazil,SUZ,Suzano,0.105841942998932,9727756288.0
2026-07-03,Brazil,GGB,Gerdau,0.2542030097757303,8008555008.0
2026-07-03,Canada,RY,Royal Bank of Canada,0.0917177359741043,284588933120.0
2026-07-03,Canada,TD,Toronto-Dominion,0.0999993880006432,197089689600.0
2026-07-03,Canada,SHOP,Shopify,0.047527619722833,155017822208.0
2026-07-03,Canada,BMO,Bank of Montreal,0.1063704700263578,121963552768.0
2026-07-03,Canada,ENB,Enbridge,0.0894551759578369,118094307328.0
2026-07-03,Canada,BNS,Scotiabank,0.1182312219554965,104706891776.0
2026-07-03,Canada,CM,CIBC,0.0959928691837898,103967997952.0
2026-07-03,Canada,CNQ,Canadian Natural Resources,0.0996205178125771,82677538816.0
2026-07-03,Canada,CP,Canadian Pacific Kansas City,0.0850151644614197,77934379008.0
2026-07-03,Canada,CNI,Canadian National Railway,0.0869253182331343,73738297344.0
2026-07-03,Chile,SQM,SQM,0.0634689387588806,20765868032.0
2026-07-03,Chile,BCH,Banco de Chile,0.1167497417362962,19890264064.0
2026-07-03,Chile,LTM,LATAM Airlines,0.1949129306093603,16519540736.0
2026-07-03,Chile,ENIC,Enel Chile,0.4,6100490240.0
2026-07-03,Chile,CCU,CCU,0.1234754184964933,2053195136.0
2026-07-03,China,BABA,Alibaba Group,0.3566321815950598,230698188800.0
2026-07-03,China,PDD,PDD Holdings,0.3604860884611628,117273632768.0
2026-07-03,China,NTES,NetEase,0.2456509055317682,81524629504.0
2026-07-03,China,BIDU,Baidu,0.2567087173232721,38550630400.0
2026-07-03,China,JD,JD.com,0.4,35950309376.0
2026-07-03,China,TCOM,Trip.com,0.2834886033259985,25817913344.0
2026-07-03,China,ZTO,ZTO Express,0.2710315973511047,17575479296.0
2026-07-03,China,BEKE,KE Holdings,0.2443462627733504,16737909760.0
2026-07-03,China,YUMC,Yum China,0.0963654045973329,14401956864.0
2026-07-03,China,TME,Tencent Music,0.2955231766029728,14129673216.0
2026-07-03,Colombia,EC,Ecopetrol,0.0939192081263441,30220771328.0
2026-07-03,Colombia,CIB,Bancolombia,0.1081249644123222,18779543552.0
2026-07-03,France,TTE,TotalEnergies,0.1021668950364563,170627891200.0
2026-07-03,France,SNY,Sanofi,0.1155113030041897,103315070976.0
2026-07-03,Germany,SAP,SAP,0.089734084203337,191682609152.0
2026-07-03,Germany,DB,Deutsche Bank,0.1752445756968931,68606050304.0
2026-07-03,India,HDB,HDFC Bank,0.082321762677215,132296482816.0
2026-07-03,India,IBN,ICICI Bank,0.0791560103022751,105760587776.0
2026-07-03,India,INFY,Infosys,0.0905097973046229,45186035712.0
2026-07-03,India,WIT,Wipro,0.1071230154255903,18695206912.0
2026-07-03,India,RDY,Dr Reddy's,0.4,11974373376.0
2026-07-03,India,MMYT,MakeMyTrip,0.0683480394395233,5527911424.0
2026-07-03,India,SIFY,Sify,0.0255614106882959,1109698304.0
2026-07-03,Israel,TEVA,Teva,0.1451487484628463,40335749120.0
2026-07-03,Israel,CHKP,Check Point,0.080567289269373,14208117760.0
2026-07-03,Israel,ICL,ICL,0.0941474181181082,6492313600.0
2026-07-03,Israel,NICE,NICE,0.1173762959098664,5668691968.0
2026-07-03,Israel,ZIM,ZIM,0.16365098464054,3081687808.0
2026-07-03,Israel,WIX,Wix,0.2032366954097452,2065273344.0
2026-07-03,Italy,E,Eni,0.0948152779919638,68344905728.0
2026-07-03,Italy,RACE,Ferrari,0.0425910269118728,67728605184.0
2026-07-03,Japan,MUFG,Mitsubishi UFJ,0.0739712303812143,232416346112.0
2026-07-03,Japan,TM,Toyota,0.2304048065569836,206732918784.0
2026-07-03,Japan,SMFG,Sumitomo Mitsui,0.01,155847311360.0
2026-07-03,Japan,SONY,Sony,0.0655357025834481,122450337792.0
2026-07-03,Japan,MFG,Mizuho,0.01,121090998272.0
2026-07-03,Japan,TAK,Takeda,0.4,52988985344.0
2026-07-03,Japan,IX,ORIX,0.0616872614433153,42844520448.0
2026-07-03,Japan,HMC,Honda,0.0894164986074267,36356702208.0
2026-07-03,Japan,NMR,Nomura,0.0755481842944881,26482116608.0
2026-07-03,Luxembourg,SPOT,Spotify,0.0635936338485253,99925180416.0
2026-07-03,Luxembourg,GLOB,Globant,0.1247168131138928,1403767296.0
2026-07-03,Mexico,AMX,America Movil,0.0937010376150997,77237157888.0
2026-07-03,Mexico,FMX,FEMSA,0.0458667323793354,44050116608.0
2026-07-03,Mexico,KOF,Coca-Cola FEMSA,0.1288452542915182,22558736384.0
2026-07-03,Mexico,CX,Cemex,0.0814566739410534,17733885952.0
2026-07-03,Mexico,PAC,Pacific Airport Group,0.0703501747861469,15096207360.0
2026-07-03,Mexico,ASR,ASUR,0.1036571195670589,9334266880.0
2026-07-03,Mexico,OMAB,OMA,0.1309646672637247,5393338880.0
2026-07-03,Netherlands,ASML,ASML,0.0700545446803129,681927180288.0
2026-07-03,Netherlands,ING,ING,0.1164910736890371,91823464448.0
2026-07-03,Netherlands,NXPI,NXP,0.0964427964255588,69015486464.0
2026-07-03,Netherlands,PHG,Philips,0.0982991122080776,26962798592.0
2026-07-03,Netherlands,AER,AerCap,0.0741382245139056,23312164864.0
2026-07-03,Netherlands,STLA,Stellantis,0.4,16834520064.0
2026-07-03,Netherlands,CNH,CNH Industrial,0.2021905917429433,13292270592.0
2026-07-03,Netherlands,QGEN,Qiagen,0.070019911116672,8270624768.0
2026-07-03,Peru,BAP,Credicorp,0.1097757407916603,31080976384.0
2026-07-03,Peru,BVN,Buenaventura,0.096608347555095,7548489216.0
2026-07-03,Singapore,SE,Sea Limited,0.1033133172529423,63269654528.0
2026-07-03,Singapore,GRAB,Grab,0.1013661915381981,15950999552.0
