date,country,icc,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-11,Argentina,0.2260412158135282,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Brazil,0.1240575016200979,8,7,0.999216822554688,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Canada,0.0953913569345805,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Cayman Islands,0.1415586703481773,5,3,0.9947909113854972,Partial ADR estimate,partial_adr_estimate
2026-05-11,Chile,0.1169078093229925,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,China,0.2495028517619552,10,9,0.9470248860071068,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,France,0.098724589094619,10,7,0.9888793850916378,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Germany,0.0989506596035209,9,8,0.972740135905187,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,India,0.097191097363009,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Ireland,0.1268332556448704,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Israel,0.0965191410661952,10,9,0.9908811930205712,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Italy,0.0885297323433159,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Japan,0.1281025892429796,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Luxembourg,0.171681440143927,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Mexico,0.0806776444728861,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Netherlands,0.0762747764435637,7,6,0.999720287574228,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Singapore,0.0193433200196951,10,2,0.6578011353037406,Partial ADR estimate,partial_adr_estimate
2026-05-11,South Africa,0.1243143992558406,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,South Korea,0.1960309876999932,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Spain,0.1081696700037715,4,3,0.999639441242944,Partial ADR estimate,partial_adr_estimate
2026-05-11,Switzerland,0.0981914865649549,8,6,0.9933812873158196,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,Taiwan,0.0873356484944574,6,5,0.9998098693869394,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,United Kingdom,0.0850566487072577,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-11,United States,0.0967231897381174,10,8,0.9876517153489668,ADR Top-10 ICC calculation,adr_top10_icc_calculation
