date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-25,Argentina,0.1791454892076329,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Brazil,0.1374698245377159,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Canada,0.0924054923452337,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Chile,0.134900756538497,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,China,0.2995673722817482,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Colombia,0.1087291157673793,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,France,0.0997718860401582,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,Germany,0.1092095963865789,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,India,0.0959448500868289,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Israel,0.1115025647591669,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Italy,0.0711298731562481,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,Japan,0.0874472462471704,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Luxembourg,0.0606284826774088,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,Mexico,0.088079889103089,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Netherlands,0.0831527837724637,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Peru,0.1090223956678754,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,Singapore,0.1050192885745159,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,South Africa,0.1486789080445745,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,South Korea,0.1996765123428707,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,Spain,0.1077476611542869,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,Switzerland,0.1117194698640014,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-25,Taiwan,0.0895253067053539,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-25,United Kingdom,0.0806505400454566,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
