date,country,ticker,company,icc,mktcap,source
2026-05-06,Argentina,YPF,YPF,0.2019120908045316,18252961792.0,builtin_major_adr_universe
2026-05-06,Australia,BHP,BHP,0.0738657136157124,214227304448.0,builtin_major_adr_universe
2026-05-06,Austria,NEM,Newmont,0.0942965092692841,122875322368.0,citi_dr_directory
2026-05-06,Belgium,BUD,Anheuser-Busch InBev,0.0780849691572584,158997856256.0,builtin_major_adr_universe
2026-05-06,Bermuda,ACGL,Arch Capital Group Ltd. - Common Stock,0.0869306309465042,33087193088.0,nasdaq_trader_symbol_directory
2026-05-06,Brazil,PBR,Petrobras,0.1339389855972929,134751698944.0,builtin_major_adr_universe
2026-05-06,Canada,RY,Royal Bank of Canada,0.0987747554127552,252559507456.0,builtin_major_adr_universe
2026-05-06,Cayman Islands,CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,0.1129701673945399,36574576640.0,nasdaq_trader_symbol_directory
2026-05-06,Chile,SQM,SQM,0.0512633587350891,26695710720.0,builtin_major_adr_universe
2026-05-06,China,BABA,Alibaba Group,0.3069012728047547,349014720512.0,builtin_major_adr_universe
2026-05-06,Colombia,EC,Ecopetrol,0.0941425517172808,27465951232.0,builtin_major_adr_universe
2026-05-06,Denmark,NVO,Novo Nordisk,0.1854796718013834,202847256576.0,builtin_major_adr_universe
2026-05-06,Finland,NOK,Nokia,0.0694797210145824,73633619968.0,builtin_major_adr_universe
2026-05-06,France,LVMUY,LVMH,0.0799463977746982,276362100736.0,builtin_major_adr_universe
2026-05-06,Germany,SIEGY,Siemens,0.0756671998824495,243661701120.0,builtin_major_adr_universe
2026-05-06,Greece,ESEA,Euroseas Ltd. - Common Stock,0.1228605177291152,525663136.0,nasdaq_trader_symbol_directory
2026-05-06,Hong Kong,BKEAY,"Bank of East Asia, Limited",0.01,4891074048.0,citi_dr_directory
2026-05-06,India,HDB,HDFC Bank,0.0826328005425512,131528269824.0,builtin_major_adr_universe
2026-05-06,Indonesia,PPERY,PT Bank Mandiri (Persero) Tbk,0.4,24383332352.0,citi_dr_directory
2026-05-06,Ireland,AIBGY,AIB Group plc,0.1346143822104146,24603312128.0,citi_dr_directory
2026-05-06,Israel,TEVA,Teva,0.1249911032076612,42315276288.0,builtin_major_adr_universe
2026-05-06,Italy,ISNPY,Intesa Sanpaolo,0.123402148243043,122525548544.0,builtin_major_adr_universe
2026-05-06,Japan,TM,Toyota,0.1365975932281465,230959742976.0,builtin_major_adr_universe
2026-05-06,Jersey,BMRRY,B&M European Value Retail plc,0.1441805809058155,2403342080.0,citi_dr_directory
2026-05-06,Kazakhstan,KSPI,JSC Kaspi.kz,0.4,16579892224.0,citi_dr_directory
2026-05-06,Luxembourg,SPOT,Spotify,0.0692273005616298,87439933440.0,builtin_major_adr_universe
2026-05-06,Mexico,AMX,America Movil,0.0604547742984228,81514086400.0,builtin_major_adr_universe
2026-05-06,Netherlands,ASML,ASML,0.066164469660652,595370049536.0,builtin_major_adr_universe
2026-05-06,New Zealand,SPKKY,Spark New Zealand Limited,0.0648588960095258,2324834560.0,citi_dr_directory
2026-05-06,Norway,EQNR,Equinor,0.0929009045998556,94776918016.0,builtin_major_adr_universe
2026-05-06,Peru,BAP,Credicorp,0.1125190475390901,25917159424.0,builtin_major_adr_universe
2026-05-06,Portugal,GLPEY,Galp Energia SGPS SA,0.0661396302167786,18072862720.0,citi_dr_directory
2026-05-06,S. Africa,MTNOY,MTN Group Limited,0.2559032033902696,24286883840.0,citi_dr_directory
2026-05-06,Singapore,DBSDY,DBS Group,0.0751182868373122,131921649664.0,builtin_major_adr_universe
2026-05-06,South Africa,NPSNY,Naspers,0.0847493735953588,42743025664.0,builtin_major_adr_universe
2026-05-06,South Korea,KEP,Korea Electric Power Corporation (KEPCO),0.01,20093474816.0,citi_dr_directory
2026-05-06,Spain,SAN,Santander,0.1139815987673696,178564202496.0,builtin_major_adr_universe
2026-05-06,Sweden,ATLKY,Atlas Copco AB,0.0711171679779184,98889646080.0,citi_dr_directory
2026-05-06,Switzerland,RHHBY,Roche,0.0774879571382185,332607455232.0,builtin_major_adr_universe
2026-05-06,Taiwan,TSM,Taiwan Semiconductor,0.0850822168902364,2175694929920.0,builtin_major_adr_universe
2026-05-06,Thailand,AVIFY,Advanced Info Service Ltd.,0.1719168151384126,37891629056.0,citi_dr_directory
2026-05-06,Turkey,KHOLY,KOC Holdings AG,0.0722122653622939,10753501184.0,citi_dr_directory
2026-05-06,United Kingdom,BAESY,BAE Systems plc,0.0770900725500871,83230662656.0,citi_dr_directory
2026-05-06,United States,FLEX,Flex Ltd. - Ordinary Shares,0.0431517402642217,49536704512.0,nasdaq_trader_symbol_directory
2026-05-06,Uruguay,MELI,MercadoLibre,0.093122570360287,93340614656.0,builtin_major_adr_universe
