date,country,icc,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-07,Argentina,0.2276227283894304,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Brazil,0.1149662599255804,8,7,0.9991834992498398,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Canada,0.0940613476612472,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Cayman Islands,0.1495415410774528,5,3,0.9942827949728836,Partial ADR estimate,partial_adr_estimate
2026-05-07,Chile,0.1174736219914458,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,China,0.2511249631421607,10,9,0.9479450852784588,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,France,0.0975029800630671,10,7,0.9888981950166568,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Germany,0.086715214969543,9,8,0.9727641376185822,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Greece,0.1207308376694452,3,2,0.9598282290831132,Partial ADR estimate,partial_adr_estimate
2026-05-07,India,0.0946295349274655,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Ireland,0.1250939446945795,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Israel,0.0983744162090365,10,9,0.992933907192068,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Italy,0.0882130844217763,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Japan,0.1194661382470865,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Luxembourg,0.1700513884491888,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Mexico,0.081639958318795,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Netherlands,0.0759118520339515,7,6,0.9997052646156754,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,South Africa,0.1236535493524928,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,South Korea,0.1972590713436462,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Spain,0.1075791392045315,4,3,0.9996503820966268,Partial ADR estimate,partial_adr_estimate
2026-05-07,Sweden,0.0699602308603978,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-07,Switzerland,0.0977339491104275,8,6,0.993519041535564,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,Taiwan,0.0861945737133922,6,5,0.9998155374202952,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,United Kingdom,0.0915377324249477,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-07,United States,0.080843763880056,10,8,0.9867203272021804,ADR Top-10 ICC calculation,adr_top10_icc_calculation
