date,country,ticker,name,mktcap,icc,selected
2026-05-21,Argentina,YPF,YPF Sociedad Anonima,20227622912.0,0.1046197032155819,True
2026-05-21,Australia,BHP,BHP Group Limited,215776919552.0,0.0734472771441779,True
2026-05-21,Bermuda,ACGL,Arch Capital Group Ltd.,33586821120.0,0.0843952723545481,True
2026-05-21,Brazil,PBR,Petroleo Brasileiro S.A. Petrob,129080664064.0,0.193234977964623,True
2026-05-21,Canada,RY,Royal Bank Of Canada,263057899520.0,0.0959388448687142,True
2026-05-21,Cayman Islands,CRDO,Credo Technology Group Holding ,35670773760.0,0.1144804079647435,True
2026-05-21,Chile,SQM,Sociedad Quimica y Minera S.A.,22648223744.0,0.0534249420826528,True
2026-05-21,China,NTES,"NetEase, Inc.",73259401216.0,0.2554499431132001,True
2026-05-21,Denmark,EVAX,Evaxion A/S,33861272.0,0.0143326901826225,True
2026-05-21,France,LVMUY,LVMH-Moet Hennessy Louis Vuitto,274336399360.0,0.0818449675183433,True
2026-05-21,Germany,SIEGY,Siemens AG,238770028544.0,0.0828016495315727,True
2026-05-21,Greece,ESEA,Euroseas Ltd.,528697152.0,0.122372086448781,True
2026-05-21,Hong Kong,BABA,Alibaba Group Holding Limited,315414151168.0,0.3065020306584473,True
2026-05-21,India,HDB,HDFC Bank Limited,126351687680.0,0.0849576971299402,True
2026-05-21,Ireland,PDD,PDD Holdings Inc.,139193942016.0,0.3345437700920245,True
2026-05-21,Israel,TEVA,Teva Pharmaceutical Industries ,39776825344.0,0.135068412311216,True
2026-05-21,Italy,ISNPY,Intesa Sanpaolo S.p.A.,114477948928.0,0.1325192545568473,True
2026-05-21,Japan,TM,Toyota Motor Corporation,247191158784.0,0.2179624745975946,True
2026-05-21,Jersey,CSHR,CoinShares PLC,712930880.0,0.1950297986665921,True
2026-05-21,Luxembourg,MT,Arcelor Mittal NY Registry Shar,48751030272.0,0.1751385613485055,True
2026-05-21,Malaysia,EMPG,Empro Group Inc.,143046400.0,0.01,True
2026-05-21,Mexico,AMX,"America Movil, S.A.B. de C.V.",79164440576.0,0.0863972884177456,True
2026-05-21,Netherlands,ASML,ASML Holding N.V. - New York Re,613584928768.0,0.0652861896236628,True
2026-05-21,Singapore,FUFU,BitFuFu Inc.,338306816.0,0.0329260569884521,True
2026-05-21,South Africa,NPSNY,Naspers Ltd.,39812546560.0,0.0881109152752958,True
2026-05-21,South Korea,KB,KB Financial Group Inc,37217386496.0,0.4,True
2026-05-21,Spain,SAN,"Banco Santander, S.A. Sponsored",177556176896.0,0.1143933294309683,True
2026-05-21,Sweden,SPOT,Spotify Technology S.A.,100739432448.0,0.0615477992094859,True
2026-05-21,Switzerland,RHHBY,Roche Holding Ltd,338983944192.0,0.076320672713304,True
2026-05-21,Taiwan,TSM,Taiwan Semiconductor Manufactur,2111672811520.0,0.0880685362993516,True
2026-05-21,United Arab Emirates,AIIR,Air Global PLC Ordinary Shares,1366261120.0,0.0360516057622144,True
2026-05-21,United Kingdom,ARM,Arm Holdings plc,317316300800.0,0.0405068755000616,True
2026-05-21,United States,BAM,Brookfield Asset Management Inc,77508018176.0,0.0896475302711824,True
2026-05-21,Uruguay,MELI,"MercadoLibre, Inc.",85064802304.0,0.0933548208697575,True
