date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-14,Argentina,0.21461113946918017,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Brazil,0.13555185322485594,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Canada,0.09450324462261359,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Chile,0.12541304203891507,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,China,0.2967508147584532,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Colombia,0.10726287814333935,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,France,0.10165087683076175,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,Germany,0.11089848445086714,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,India,0.09714884896261569,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Israel,0.11584919714546896,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Italy,0.07186211559814695,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,Japan,0.07857527411411835,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Luxembourg,0.06779333987561247,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,Mexico,0.07889671600235248,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Netherlands,0.08521669197766193,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Peru,0.1042030899577885,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,Singapore,0.11659627728720824,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,South Africa,0.14520207845677122,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,South Korea,0.19436592164996436,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Spain,0.10907174439181493,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,Switzerland,0.11278934853642286,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,Taiwan,0.08700895395219828,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,United Kingdom,0.08215450590770947,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
