date,country,icc,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-13,Argentina,0.2136967930232594,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Australia,0.0648541008144064,10,3,0.991128476181013,Partial ADR estimate,partial_adr_estimate
2026-05-13,Belgium,0.1423846301308176,4,2,0.7701748901330129,Partial ADR estimate,partial_adr_estimate
2026-05-13,Bermuda,0.0974780266210403,7,4,0.7363764546750547,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Brazil,0.1313102277303362,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Canada,0.0956061691313751,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Cayman Islands,0.1483786431856369,10,6,0.9937677528570976,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Chile,0.1176514997442901,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,China,0.2482634739808174,10,9,0.9449653181749744,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Denmark,0.1850644700953867,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-13,France,0.0985234674044096,10,7,0.9882314912109712,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Germany,0.1003541889260555,10,8,0.971128436313556,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Greece,0.1269595046950966,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-13,Hong Kong,0.2891472524427416,10,7,0.997592236577742,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,India,0.0984565036161586,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Ireland,0.1258924282959389,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Israel,0.0822308373958432,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Italy,0.0891674806109433,6,5,0.9999641614791236,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Japan,0.0809803440923557,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Jersey,0.1896586373341337,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-13,Luxembourg,0.1688756905741215,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Malaysia,0.0225686736936139,7,4,0.906340228768023,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Mexico,0.0810958319113689,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Netherlands,0.0701185336014781,10,8,0.9951148987897238,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Singapore,0.1138712365153745,10,5,0.8754010655502261,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,South Africa,0.1254938478749422,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,South Korea,0.1979661173763326,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Spain,0.1090036013638802,4,3,0.999645496543228,Partial ADR estimate,partial_adr_estimate
2026-05-13,Sweden,0.068676464610114,3,2,0.9990250393429032,Partial ADR estimate,partial_adr_estimate
2026-05-13,Switzerland,0.0973167071848821,10,7,0.9911450325458222,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,Taiwan,0.0884813347044091,10,8,0.999891585894592,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,United Arab Emirates,0.3961472545420227,4,2,0.9757588230700388,Partial ADR estimate,partial_adr_estimate
2026-05-13,United Kingdom,0.0775409895043994,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-13,United States,0.0956664231415535,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
