date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-21,Argentina,0.1789583197722772,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Brazil,0.1512414570791224,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Canada,0.0924546421222611,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Chile,0.1349874879595316,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,China,0.3028856116404514,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Colombia,0.1084909887363696,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,France,0.0990073797126855,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,Germany,0.1075668121633308,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,India,0.0962999470814891,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Israel,0.1163663849426324,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Italy,0.0706394914419533,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,Japan,0.0871717489077741,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Luxembourg,0.0623796371368188,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,Mexico,0.0876977218250389,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Netherlands,0.0844728821502736,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Peru,0.1072454290872789,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,Singapore,0.1039522066904761,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,South Africa,0.1484577047593664,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,South Korea,0.1991183008477462,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,Spain,0.1063160185313146,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,Switzerland,0.1116142271745507,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-21,Taiwan,0.0892364407874554,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-21,United Kingdom,0.0805945879612171,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
