date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-15,Argentina,0.19544257566345094,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Brazil,0.19805630763983786,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Canada,0.09473045315603147,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Chile,0.13309745911789778,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,China,0.3028089832752158,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Colombia,0.10942050210980735,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,France,0.10122572478901498,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,Germany,0.10903287347342971,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,India,0.09726260472101032,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Israel,0.11692817873203337,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Italy,0.07264387359939964,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,Japan,0.09934023224423974,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Luxembourg,0.06730909444271597,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,Mexico,0.08789855058644762,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Netherlands,0.08753662912989116,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Peru,0.11053481731573479,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,Singapore,0.10923165086221502,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,South Africa,0.1491857035407631,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,South Korea,0.19725776555617464,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,Spain,0.10949312284439147,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,Switzerland,0.11373227020522442,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-15,Taiwan,0.0888219962485104,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-15,United Kingdom,0.08312962298104003,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
