date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-19,Argentina,0.2076775088894699,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Brazil,0.1535425516022546,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Canada,0.094006308669223,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Chile,0.1358132809273654,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,China,0.3014533686891607,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Colombia,0.109064009028797,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,France,0.099417643466709,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,Germany,0.1070143219861087,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,India,0.0971119371635254,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Israel,0.1202481436124379,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Italy,0.0718281277599893,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,Japan,0.0880421512899977,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Luxembourg,0.0667700018574236,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,Mexico,0.0884453221088915,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Netherlands,0.0887117985644042,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Peru,0.1112416190138394,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,Singapore,0.1089494746429559,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,South Africa,0.1491250861301432,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,South Korea,0.2007812828546,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,Spain,0.1098058007458218,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,Switzerland,0.1127896092018781,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-19,Taiwan,0.0913740203556707,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-19,United Kingdom,0.0815234468769889,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
