date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-20,Argentina,0.2092790419545489,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Brazil,0.1520081799483631,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Canada,0.0929680701498725,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Chile,0.1335966668818393,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,China,0.3018455256400029,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Colombia,0.1093995613160455,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,France,0.0990448527092963,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,Germany,0.1063083547817345,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,India,0.0962802897174812,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Israel,0.1199455592046505,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Italy,0.0716287982064706,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,Japan,0.0872354735548636,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Luxembourg,0.0675740381352259,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,Mexico,0.0871538950938485,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Netherlands,0.0855678011532037,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Peru,0.1075329755882747,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,Singapore,0.1093122506015155,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,South Africa,0.1480402887392525,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,South Korea,0.200980891593646,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,Spain,0.1061343159649441,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,Switzerland,0.1122163604400584,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-20,Taiwan,0.0900872321288964,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-20,United Kingdom,0.0798667925978703,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
