date,country,ticker,name,mktcap,icc,selected
2026-05-22,Argentina,YPF,YPF Sociedad Anonima,20248721408.0,0.1045557507988753,True
2026-05-22,Australia,BHP,BHP Group Limited,214913187840.0,0.0736798733287532,True
2026-05-22,Belgium,LKFT,Lakefront Biotherapeutics,1811510528.0,0.1519467534754644,True
2026-05-22,Bermuda,ACGL,Arch Capital Group Ltd.,33646219264.0,0.0843010563626313,True
2026-05-22,Brazil,PBR,Petroleo Brasileiro S.A. Petrob,128242884608.0,0.1944227811470699,True
2026-05-22,Canada,RY,Royal Bank Of Canada,263794884608.0,0.0957538847964517,True
2026-05-22,Cayman Islands,CRDO,Credo Technology Group Holding ,40285712384.0,0.1072588576252057,True
2026-05-22,Chile,SQM,Sociedad Quimica y Minera S.A.,22902439936.0,0.0529598517996857,True
2026-05-22,China,NTES,"NetEase, Inc.",74675388416.0,0.2529874051571389,True
2026-05-22,Cyprus,GDEV,GDEV Inc.,278246976.0,0.2091901926010376,True
2026-05-22,Denmark,GMAB,Genmab A/S,16496407552.0,0.1894549796257899,True
2026-05-22,France,LVMUY,LVMH-Moet Hennessy Louis Vuitto,267814567936.0,0.0833326197130036,True
2026-05-22,Germany,SIEGY,Siemens AG,238862319616.0,0.0827787218774146,True
2026-05-22,Greece,ESEA,Euroseas Ltd.,460113984.0,0.1359413977704268,True
2026-05-22,Hong Kong,BABA,Alibaba Group Holding Limited,311887429632.0,0.3079765582559558,True
2026-05-22,India,HDB,HDFC Bank Limited,126967537664.0,0.0846737662839515,True
2026-05-22,Ireland,PDD,PDD Holdings Inc.,134539427840.0,0.3396272368677367,True
2026-05-22,Israel,TEVA,Teva Pharmaceutical Industries ,39672029184.0,0.1352533409423109,True
2026-05-22,Italy,ISNPY,Intesa Sanpaolo S.p.A.,113751744512.0,0.1331528283059285,True
2026-05-22,Japan,TM,Toyota Motor Corporation,246435217408.0,0.2183064852483113,True
2026-05-22,Jersey,CSHR,CoinShares PLC,694481664.0,0.1989737437090845,True
2026-05-22,Jordan,IGIC,International General Insurance,1079717888.0,0.1106307909556275,True
2026-05-22,Luxembourg,MT,Arcelor Mittal NY Registry Shar,50249072640.0,0.1725097967880257,True
2026-05-22,Malaysia,EMPG,Empro Group Inc.,143046400.0,0.01,True
2026-05-22,Mexico,AMX,"America Movil, S.A.B. de C.V.",78593179648.0,0.0868362383006829,True
2026-05-22,Netherlands,ASML,ASML Holding N.V. - New York Re,629348499456.0,0.0641476828283499,True
2026-05-22,Norway,OPRA,Opera Limited,1560908288.0,0.1534205729711365,True
2026-05-22,Singapore,STX,Seagate Technology Holdings PLC,182237626368.0,0.1394751416098275,True
2026-05-22,South Africa,NPSNY,Naspers Ltd.,38983905280.0,0.0893013507504488,True
2026-05-22,South Korea,KB,KB Financial Group Inc,37199650816.0,0.4,True
2026-05-22,Spain,SAN,"Banco Santander, S.A. Sponsored",173380075520.0,0.1161376113633749,True
2026-05-22,Sweden,SPOT,Spotify Technology S.A.,106893639680.0,0.0591438288817459,True
2026-05-22,Switzerland,RHHBY,Roche Holding Ltd,343814635520.0,0.075492222538294,True
2026-05-22,Taiwan,TSM,Taiwan Semiconductor Manufactur,2098032410624.0,0.08843741293212,True
2026-05-22,Thailand,NIVF,NewGenIvf Group Limited,579912.0,0.4,True
2026-05-22,Turkey,HEPS,D-Market Electronic Services & ,975224832.0,0.3480643917062552,True
2026-05-22,United Arab Emirates,KYIV,Kyivstar Group Ltd.,3278263296.0,0.4,True
2026-05-22,United Kingdom,ARM,Arm Holdings plc,326126206976.0,0.0397393592280685,True
2026-05-22,United States,BAM,Brookfield Asset Management Inc,76533972992.0,0.0905531173364714,True
2026-05-22,Uruguay,MELI,"MercadoLibre, Inc.",84381409280.0,0.0937906073047442,True
