date,country,ticker,company,icc,mktcap,source
2026-05-07,Argentina,YPF,YPF,0.2028749100242192,18058870784.0,builtin_major_adr_universe
2026-05-07,Australia,BHP,BHP,0.0751165980521738,209705500672.0,builtin_major_adr_universe
2026-05-07,Austria,NEM,Newmont,0.0951851511237248,121156558848.0,citi_dr_directory
2026-05-07,Belgium,BUD,Anheuser-Busch InBev,0.0774702529252809,155434024960.0,builtin_major_adr_universe
2026-05-07,Bermuda,ACGL,Arch Capital Group Ltd. - Common Stock,0.087320105619823,33024303104.0,nasdaq_trader_symbol_directory
2026-05-07,Brazil,PBR,Petrobras,0.1365822260026447,131271745536.0,builtin_major_adr_universe
2026-05-07,Canada,RY,Royal Bank of Canada,0.0988793709874946,252170174464.0,builtin_major_adr_universe
2026-05-07,Cayman Islands,CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,0.1161079152037489,34730078208.0,nasdaq_trader_symbol_directory
2026-05-07,Chile,SQM,SQM,0.0474031584591077,26164424704.0,builtin_major_adr_universe
2026-05-07,China,PDD,PDD Holdings,0.3290429768191417,144488972288.0,builtin_major_adr_universe
2026-05-07,Colombia,EC,Ecopetrol,0.0961997974852816,26725851136.0,builtin_major_adr_universe
2026-05-07,Denmark,NVO,Novo Nordisk,0.2043581059113649,203024564224.0,builtin_major_adr_universe
2026-05-07,Finland,NOK,Nokia,0.0728160017649661,68944297984.0,builtin_major_adr_universe
2026-05-07,France,LVMUY,LVMH,0.0803955159705446,274311675904.0,builtin_major_adr_universe
2026-05-07,Germany,SIEGY,Siemens,0.0771599129530161,237262536704.0,builtin_major_adr_universe
2026-05-07,Greece,ESEA,Euroseas Ltd. - Common Stock,0.1254565411916223,509999072.0,nasdaq_trader_symbol_directory
2026-05-07,Hong Kong,HCM,HUTCHMED (China) Limited - American Depositary Shares,0.0881841235453279,2288659456.0,nasdaq_trader_symbol_directory
2026-05-07,India,HDB,HDFC Bank,0.0825436632837963,131733544960.0,builtin_major_adr_universe
2026-05-07,Indonesia,PPERY,PT Bank Mandiri (Persero) Tbk,0.4,24616667136.0,citi_dr_directory
2026-05-07,Ireland,AIBGY,AIB Group plc,0.1367486228626419,24146909184.0,citi_dr_directory
2026-05-07,Israel,TEVA,Teva,0.1256010848622736,41931014144.0,builtin_major_adr_universe
2026-05-07,Italy,ISNPY,Intesa Sanpaolo,0.1255687830990447,119685554176.0,builtin_major_adr_universe
2026-05-07,Japan,TM,Toyota,0.1392708073457674,223795904512.0,builtin_major_adr_universe
2026-05-07,Jersey,BMRRY,B&M European Value Retail plc,0.1455520280002885,2372984064.0,citi_dr_directory
2026-05-07,Jordan,IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,0.1020586255950185,1108328192.0,nasdaq_trader_symbol_directory
2026-05-07,Kazakhstan,KSPI,JSC Kaspi.kz,0.4,16460271616.0,citi_dr_directory
2026-05-07,Luxembourg,SPOT,Spotify,0.0673873467475508,87888183296.0,builtin_major_adr_universe
2026-05-07,Mexico,AMX,America Movil,0.0610765580307324,80461324288.0,builtin_major_adr_universe
2026-05-07,Netherlands,ASML,ASML,0.0670081413606643,584524431360.0,builtin_major_adr_universe
2026-05-07,New Zealand,SPKKY,Spark New Zealand Limited,0.0648588960095258,2324834560.0,citi_dr_directory
2026-05-07,Norway,EQNR,Equinor,0.0979208676164423,91985698816.0,builtin_major_adr_universe
2026-05-07,Peru,BAP,Credicorp,0.1137136270526247,25537787904.0,builtin_major_adr_universe
2026-05-07,Portugal,GLPEY,Galp Energia SGPS SA,0.0666779256733204,17895520256.0,citi_dr_directory
2026-05-07,S. Africa,MTNOY,MTN Group Limited,0.2575418560423091,23993608192.0,citi_dr_directory
2026-05-07,Singapore,DBSDY,DBS Group,0.0755263623174841,131077447680.0,builtin_major_adr_universe
2026-05-07,South Africa,NPSNY,Naspers,0.0851903085515156,42400473088.0,builtin_major_adr_universe
2026-05-07,South Korea,KEP,Korea Electric Power Corporation (KEPCO),0.01,19412994048.0,citi_dr_directory
2026-05-07,Spain,SAN,Santander,0.1152876746764423,175396126720.0,builtin_major_adr_universe
2026-05-07,Sweden,ATLKY,Atlas Copco AB,0.0732439013908377,95328256000.0,citi_dr_directory
2026-05-07,Switzerland,RHHBY,Roche,0.0787686548528711,325586911232.0,builtin_major_adr_universe
2026-05-07,Taiwan,TSM,Taiwan Semiconductor,0.0857922229792382,2147947642880.0,builtin_major_adr_universe
2026-05-07,Thailand,AVIFY,Advanced Info Service Ltd.,0.0417528253360681,37891629056.0,citi_dr_directory
2026-05-07,Turkey,KHOLY,KOC Holdings AG,0.0700936711984535,11154032640.0,citi_dr_directory
2026-05-07,United Arab Emirates,KYIV,Kyivstar Group Ltd. - Common Shares,0.4,2911190016.0,nasdaq_trader_symbol_directory
2026-05-07,United Kingdom,BAESY,BAE Systems plc,0.0799663688717283,79061057536.0,citi_dr_directory
2026-05-07,United States,FLEX,Flex Ltd. - Ordinary Shares,0.0828752176777883,48904306688.0,nasdaq_trader_symbol_directory
2026-05-07,Uruguay,MELI,MercadoLibre,0.0922857135541609,94804238336.0,builtin_major_adr_universe
