date,family,value_icc,growth_icc,ivp,daily_icc,n_firms,method,source_file
2026-04-23,value_premium,0.12119174954914487,0.08403054492365201,0.037161204625492855,0.037161204625492855,2576,ICC calculation,data/202604/icc_live_usall_2026_0423_r1.csv
