month_end_date,family,value_icc,growth_icc,ivp,daily_icc,n_firms,method,source_file,month
2025-10-30,value_premium,0.13859283266878347,0.07443585532095495,0.06415697734782852,0.06415697734782852,3002,ICC calculation,data/202510/icc_live_usall_2025_1030.csv,2025-10
2025-11-28,value_premium,0.13875174345097113,0.07227157546386505,0.06648016798710608,0.06648016798710608,3015,ICC calculation,data/202511/icc_live_usall_2025_1128.csv,2025-11
2025-12-31,value_premium,0.12335720881964772,0.07207205851171125,0.05128515030793647,0.05128515030793647,3014,ICC calculation,data/202512/icc_live_usall_2025_1231.csv,2025-12
2026-01-30,value_premium,0.11549036213263505,0.07169115614545538,0.04379920598717968,0.04379920598717968,2545,ICC calculation,data/202601/icc_live_usall_2026_0130_r1.csv,2026-01
2026-02-27,value_premium,0.1208263678209743,0.07824383677333123,0.04258253104764308,0.04258253104764308,2547,ICC calculation,data/202602/icc_live_usall_2026_0227_r1.csv,2026-02
2026-03-31,value_premium,0.12256802483293994,0.08705299604395006,0.03551502878898988,0.03551502878898988,2577,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv,2026-03
2026-04-23,value_premium,0.12119174954914487,0.08403054492365201,0.037161204625492855,0.037161204625492855,2576,ICC calculation,data/202604/icc_live_usall_2026_0423_r1.csv,2026-04
