date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-05-28,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.07438314707171158,0.5247999999999999,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,IVV,iShares Core S&P 500 ETF,Broad Market,0.07438314707171158,0.5247999999999999,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,VOO,Vanguard S&P 500 ETF,Broad Market,0.07209437403232612,0.5107,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,VTI,Vanguard Total Stock Market ETF,Broad Market,0.07180282329490892,0.45050000000000007,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.07867402955192433,0.7233999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.06797974534905163,0.9501,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,IWM,iShares Russell 2000 ETF,Small Cap,0.06741887316489374,0.11910000000000001,25,21,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.07089515003176258,0.11770000000000001,25,22,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0656643169478501,0.1681,24,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,VUG,Vanguard Growth ETF,Style,0.06858224051341062,0.7873,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,VTV,Vanguard Value ETF,Style,0.0784885746841593,0.3698,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,IWF,iShares Russell 1000 Growth ETF,Style,0.07077583955130624,0.7683000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,IWD,iShares Russell 1000 Value ETF,Style,0.0757758850337485,0.3437,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,XLK,Technology Select Sector SPDR Fund,Sector,0.09453221766096512,0.8394,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLF,Financial Select Sector SPDR Fund,Sector,0.07536957847926265,0.7748999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLV,Health Care Select Sector SPDR Fund,Sector,0.08756565212027909,0.8588999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.05330533316380353,0.9122,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.061899359267194726,0.9237000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLE,Energy Select Sector SPDR Fund,Sector,0.06728850199474326,0.9937999999999999,23,21,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLI,Industrial Select Sector SPDR Fund,Sector,0.060886902494329244,0.6666999999999998,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-05-28,XLB,Materials Select Sector SPDR Fund,Sector,0.07839664760024813,0.9881000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLU,Utilities Select Sector SPDR Fund,Sector,0.0706786114219496,0.9198,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.04472653755680601,0.9345000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XLC,Communication Services Select Sector SPDR Fund,Sector,0.06588796471193839,0.9874000000000002,25,22,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,SMH,VanEck Semiconductor ETF,Theme,0.09723620880310675,0.9998,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-05-28,XBI,SPDR S&P Biotech ETF,Theme,0.1058224631339719,0.17870000000000003,25,13,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
