date,etf,ticker,weight,icc
2026-05-21,SPY,NVDA,0.0851,0.1119230580491942
2026-05-21,SPY,AAPL,0.0696,0.0432825133974986
2026-05-21,SPY,MSFT,0.0489,0.067518036058317
2026-05-21,SPY,AMZN,0.0406,0.0531493116905281
2026-05-21,SPY,GOOGL,0.0355,0.0328159014185841
2026-05-21,SPY,AVGO,0.0311,0.1422518857175879
2026-05-21,SPY,GOOG,0.0282,0.0334103045976551
2026-05-21,SPY,META,0.0207,0.0557803984577166
2026-05-21,SPY,TSLA,0.0184,0.018370526313026
2026-05-21,SPY,BRK-B,0.0138,0.0431185776940837
2026-05-21,SPY,MU,0.0129,0.2534982002423155
2026-05-21,SPY,JPM,0.0128,0.0735100560120406
2026-05-21,SPY,LLY,0.0127,0.0768097292572606
2026-05-21,SPY,AMD,0.011399999999999999,0.1260367762992281
2026-05-21,SPY,XOM,0.0102,0.0563909383419701
2026-05-21,SPY,WMT,0.009000000000000001,0.0436655540815772
2026-05-21,SPY,INTC,0.0088,0.0485968727895907
2026-05-21,SPY,V,0.0087,0.0627840557516225
2026-05-21,SPY,JNJ,0.0087,0.0703950515951573
2026-05-21,SPY,COST,0.0075,0.0333986895928889
2026-05-21,SPY,CSCO,0.0070999999999999995,0.057637426308757
2026-05-21,SPY,CAT,0.0064,0.0665673337342362
2026-05-21,SPY,MA,0.0064,0.0677772940617581
2026-05-21,SPY,ABBV,0.0059,0.1010305884041698
2026-05-21,SPY,NFLX,0.0058,0.046039572413258
2026-05-21,IVV,NVDA,0.0849,0.1119230580491942
2026-05-21,IVV,AAPL,0.0695,0.0432825133974986
2026-05-21,IVV,MSFT,0.049100000000000005,0.067518036058317
2026-05-21,IVV,AMZN,0.0401,0.0531493116905281
2026-05-21,IVV,GOOGL,0.0358,0.0328159014185841
2026-05-21,IVV,AVGO,0.030899999999999997,0.1422518857175879
2026-05-21,IVV,GOOG,0.0285,0.0334103045976551
2026-05-21,IVV,META,0.0209,0.0557803984577166
2026-05-21,IVV,TSLA,0.018000000000000002,0.018370526313026
2026-05-21,IVV,BRK-B,0.013999999999999999,0.0431185776940837
2026-05-21,IVV,LLY,0.0128,0.0768097292572606
2026-05-21,IVV,JPM,0.0126,0.0735100560120406
2026-05-21,IVV,MU,0.0125,0.2534982002423155
2026-05-21,IVV,XOM,0.0108,0.0563909383419701
2026-05-21,IVV,AMD,0.010700000000000001,0.1260367762992281
2026-05-21,IVV,WMT,0.009300000000000001,0.0436655540815772
2026-05-21,IVV,V,0.0088,0.0627840557516225
2026-05-21,IVV,JNJ,0.0088,0.0703950515951573
2026-05-21,IVV,INTC,0.008199999999999999,0.0485968727895907
2026-05-21,IVV,COST,0.0077,0.0333986895928889
2026-05-21,IVV,CSCO,0.0072,0.057637426308757
2026-05-21,IVV,MA,0.0064,0.0677772940617581
2026-05-21,IVV,CAT,0.0063,0.0665673337342362
2026-05-21,IVV,ABBV,0.006,0.1010305884041698
2026-05-21,IVV,NFLX,0.006,0.046039572413258
2026-05-21,VOO,NVDA,0.0784,0.1119230580491942
2026-05-21,VOO,AAPL,0.0644,0.0432825133974986
2026-05-21,VOO,MSFT,0.0489,0.067518036058317
2026-05-21,VOO,AMZN,0.04190000000000001,0.0531493116905281
2026-05-21,VOO,GOOGL,0.0362,0.0328159014185841
2026-05-21,VOO,AVGO,0.032,0.1422518857175879
2026-05-21,VOO,GOOG,0.028900000000000002,0.0334103045976551
2026-05-21,VOO,META,0.0216,0.0557803984577166
2026-05-21,VOO,TSLA,0.0174,0.018370526313026
2026-05-21,VOO,BRK-B,0.013999999999999999,0.0431185776940837
2026-05-21,VOO,JPM,0.0127,0.0735100560120406
