date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-09-09,Basic Materials,0.08547472982808368,0.1201954247547447,199,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Communication Services,0.059386511222976196,0.13306658091379023,177,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Consumer Cyclical,0.07630622866269939,0.11886417365165937,411,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Consumer Defensive,0.07073882114098873,0.1171520176258115,185,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Energy,0.0807788922249844,0.10993096556064956,220,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Financial Services,0.08536786399286173,0.12246102859351102,1034,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Healthcare,0.08741744976802117,0.10872765843900668,395,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Industrials,0.06157618409810406,0.10050946861569347,506,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Real Estate,0.053239176239003476,0.0936299757177706,188,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Technology,0.10695292644056095,0.10696794405169856,559,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Unknown,0.10771819939128449,0.12493285775179835,9,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
2026-09-09,Utilities,0.08117026806520997,0.09759861622063304,88,ICC calculation,data/202609/icc_live_usall_2026_0909_r1.csv
