date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-09-02,Basic Materials,0.0832015558267038,0.1188941857323885,200,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Communication Services,0.05919579316697746,0.13235013814524785,177,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Consumer Cyclical,0.07594972958258879,0.11840941660823244,413,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Consumer Defensive,0.06734456051451115,0.11514119406543806,184,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Energy,0.08056556265304252,0.10984234760604535,220,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Financial Services,0.08495117023784314,0.12116876042372692,1035,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Healthcare,0.08554379214083864,0.10608730908000316,395,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Industrials,0.0619511878689746,0.10093031116705865,506,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Real Estate,0.05293182137715785,0.09248117956375368,190,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Technology,0.1070115471369612,0.10668108130593253,559,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Unknown,0.11557335177140898,0.1021215475658414,3,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
2026-09-02,Utilities,0.08197110645260701,0.09846179062027106,88,ICC calculation,data/202609/icc_live_usall_2026_0902_r1.csv
