date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-09-10,Basic Materials,0.08681083129839959,0.12005563053102708,201,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Communication Services,0.05924680233796409,0.1329834648966069,177,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Consumer Cyclical,0.07653934587917258,0.11986927552580331,415,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Consumer Defensive,0.06805597450908607,0.11794307689335017,184,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Energy,0.08102107829649419,0.11010376300674816,220,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Financial Services,0.08549458894815254,0.12257535516623552,1037,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Healthcare,0.0876439414517326,0.10910263393112697,395,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Industrials,0.061988951372342636,0.10192936360638284,505,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Real Estate,0.05362988519360601,0.09446673659677136,190,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Technology,0.10698335689029377,0.10721489173515684,560,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Unknown,0.08080744379742899,0.09814824262791715,5,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
2026-09-10,Utilities,0.08151314802282396,0.09731617791259563,88,ICC calculation,data/202609/icc_live_usall_2026_0910_r1.csv
