date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status,source_file
2026-09-17,Argentina,0.1584708501168615,,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Australia,0.0755704274496217,,10,2,0.999325612474352,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Brazil,0.1242214836366409,,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Canada,0.0902882860604254,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Cayman Islands,0.1678443987891985,,9,6,0.9827195990515464,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Chile,0.1195002411571644,,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,China,0.322537774227188,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Colombia,0.0974037365959484,2.0,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_0917.csv
2026-09-17,France,0.0940519386440741,,10,7,0.9898680391330896,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Germany,0.1051296975052015,,10,8,0.9717485212648168,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Greece,0.1218108739793701,,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
2026-09-17,Hong Kong,0.310413661374742,,10,6,0.9819873748023016,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_17.csv
